protein,ligand1,ligand2,lambdai
CDK2,1oiu,1h1q,0.239
CDK2,1oiu,1h1q,0.238
CDK2,1oiu,1h1q,0.237
CDK2,1oiu,1h1q,0.236
CDK2,1oiu,1h1q,0.235
CDK2,1oiu,1h1q,0.234
CDK2,1oiu,1h1q,0.233
CDK2,1oiu,1h1q,0.232
CDK2,1oiu,1h1q,0.231
CDK2,1oiu,1h1q,0.23
CDK2,1oiu,1h1q,0.229
CDK2,1oiu,1h1q,0.228
CDK2,1oiu,1h1q,0.227
CDK2,1oiu,1h1q,0.226
CDK2,1oiu,1h1q,0.225
CDK2,1oiu,1h1q,0.224
CDK2,1oiu,1h1q,0.223
CDK2,1oiu,1h1q,0.222
CDK2,1oiu,1h1q,0.221
CDK2,1oiu,1h1q,0.22
CDK2,1oiu,1h1q,0.219
CDK2,1oiu,1h1q,0.218
CDK2,1oiu,1h1q,0.217
CDK2,1oiu,1h1q,0.216
CDK2,1oiu,1h1q,0.215
CDK2,1oiu,1h1q,0.214
CDK2,1oiu,1h1q,0.213
CDK2,1oiu,1h1q,0.212
CDK2,1oiu,1h1q,0.211
CDK2,1oiu,1h1q,0.21
CDK2,1oiu,1h1q,0.209
CDK2,1oiu,1h1q,0.208
CDK2,1oiu,1h1q,0.207
CDK2,1oiu,1h1q,0.206
CDK2,1oiu,1h1q,0.205
CDK2,1oiu,1h1q,0.204
CDK2,1oiu,1h1q,0.203
CDK2,1oiu,1h1q,0.202
CDK2,1oiu,1h1q,0.201
CDK2,1oiu,1h1q,0.2
CDK2,1oiu,1h1q,0.199
CDK2,1oiu,1h1q,0.198
CDK2,1oiu,1h1q,0.197
CDK2,1oiu,1h1q,0.196
CDK2,1oiu,1h1q,0.195
CDK2,1oiu,1h1q,0.194
CDK2,1oiu,1h1q,0.193
CDK2,1oiu,1h1q,0.192
CDK2,1oiu,1h1q,0.191
CDK2,1oiu,1h1q,0.19
CDK2,1oiu,1h1q,0.189
CDK2,1oiu,1h1q,0.188
CDK2,1oiu,1h1q,0.187
CDK2,1oiu,1h1q,0.186
CDK2,1oiu,1h1q,0.185
CDK2,1oiu,1h1q,0.184
CDK2,1oiu,1h1q,0.183
CDK2,1oiu,1h1q,0.182
CDK2,1oiu,1h1q,0.181
CDK2,1oiu,1h1q,0.18
CDK2,1oiu,1h1q,0.179
CDK2,1oiu,1h1q,0.178
CDK2,1oiu,1h1q,0.177
CDK2,1oiu,1h1q,0.176
CDK2,1oiu,1h1q,0.175
CDK2,1oiu,1h1q,0.174
CDK2,1oiu,1h1q,0.173
CDK2,1oiu,1h1q,0.172
CDK2,1oiu,1h1q,0.171
CDK2,1oiu,1h1q,0.17
CDK2,1oiu,1h1q,0.169
CDK2,1oiu,1h1q,0.168
CDK2,1oiu,1h1q,0.167
CDK2,1oiu,1h1q,0.166
CDK2,1oiu,1h1q,0.165
CDK2,1oiu,1h1q,0.164
CDK2,1oiu,1h1q,0.163
CDK2,1oiu,1h1q,0.162
CDK2,1oiu,1h1q,0.161
CDK2,1oiu,1h1q,0.16
CDK2,1oiu,1h1q,0.159
CDK2,1oiu,1h1q,0.158
CDK2,1oiu,1h1q,0.157
CDK2,1oiu,1h1q,0.156
CDK2,1oiu,1h1q,0.155
CDK2,1oiu,1h1q,0.154
CDK2,1oiu,1h1q,0.153
CDK2,1oiu,1h1q,0.152
CDK2,1oiu,1h1q,0.151
CDK2,1oiu,1h1q,0.15
CDK2,1oiu,1h1q,0.149
CDK2,1oiu,1h1q,0.148
CDK2,1oiu,1h1q,0.147
CDK2,1oiu,1h1q,0.146
CDK2,1oiu,1h1q,0.145
CDK2,1oiu,1h1q,0.144
CDK2,1oiu,1h1q,0.143
CDK2,1oiu,1h1q,0.142
CDK2,1oiu,1h1q,0.141
CDK2,1oiu,1h1q,0.14
CDK2,1oiu,1h1q,0.139
CDK2,1oiu,1h1q,0.138
CDK2,1oiu,1h1q,0.137
CDK2,1oiu,1h1q,0.136
CDK2,1oiu,1h1q,0.135
CDK2,1oiu,1h1q,0.134
CDK2,1oiu,1h1q,0.133
CDK2,1oiu,1h1q,0.132
CDK2,1oiu,1h1q,0.131
CDK2,1oiu,1h1q,0.13
CDK2,1oiu,1h1q,0.129
CDK2,1oiu,1h1q,0.128
CDK2,1oiu,1h1q,0.127
CDK2,1oiu,1h1q,0.126
CDK2,1oiu,1h1q,0.125
CDK2,1oiu,1h1q,0.124
CDK2,1oiu,1h1q,0.123
CDK2,1oiu,1h1q,0.122
CDK2,1oiu,1h1q,0.121
CDK2,1oiu,1h1q,0.12
CDK2,1oiu,1h1q,0.119
CDK2,1oiu,1h1q,0.118
CDK2,1oiu,1h1q,0.117
CDK2,1oiu,1h1q,0.116
CDK2,1oiu,1h1q,0.115
CDK2,1oiu,1h1q,0.114
CDK2,1oiu,1h1q,0.113
CDK2,1oiu,1h1q,0.112
CDK2,1oiu,1h1q,0.111
CDK2,1oiu,1h1q,0.11
CDK2,1oiu,1h1q,0.109
CDK2,1oiu,1h1q,0.108
CDK2,1oiu,1h1q,0.107
CDK2,1oiu,1h1q,0.106
CDK2,1oiu,1h1q,0.105
CDK2,1oiu,1h1q,0.104
CDK2,1oiu,1h1q,0.103
CDK2,1oiu,1h1q,0.102
CDK2,1oiu,1h1q,0.101
CDK2,1oiu,1h1q,0.1
CDK2,1oiu,1h1q,0.099
CDK2,1oiu,1h1q,0.098
CDK2,1oiu,1h1q,0.097
CDK2,1oiu,1h1q,0.096
CDK2,1oiu,1h1q,0.095
CDK2,1oiu,1h1q,0.094
CDK2,1oiu,1h1q,0.093
CDK2,1oiu,1h1q,0.092
CDK2,1oiu,1h1q,0.091
CDK2,1oiu,1h1q,0.09
CDK2,1oiu,1h1q,0.089
CDK2,1oiu,1h1q,0.088
CDK2,1oiu,1h1q,0.087
CDK2,1oiu,1h1q,0.086
CDK2,1oiu,1h1q,0.085
CDK2,1oiu,1h1q,0.084
CDK2,1oiu,1h1q,0.083
CDK2,1oiu,1h1q,0.082
CDK2,1oiu,1h1q,0.081
CDK2,1oiu,1h1q,0.08
CDK2,1oiu,1h1q,0.079
CDK2,1oiu,1h1q,0.078
CDK2,1oiu,1h1q,0.077
CDK2,1oiu,1h1q,0.076
CDK2,1oiu,1h1q,0.075
CDK2,1oiu,1h1q,0.074
CDK2,1oiu,1h1q,0.073
CDK2,1oiu,1h1q,0.072
CDK2,1oiu,1h1q,0.071
CDK2,1oiu,1h1q,0.07
CDK2,1oiu,1h1q,0.069
CDK2,1oiu,1h1q,0.068
CDK2,1oiu,1h1q,0.067
CDK2,1oiu,1h1q,0.066
CDK2,1oiu,1h1q,0.065
CDK2,1oiu,1h1q,0.064
CDK2,1oiu,1h1q,0.063
CDK2,1oiu,1h1q,0.062
CDK2,1oiu,1h1q,0.061
CDK2,1oiu,1h1q,0.06
CDK2,1oiu,1h1q,0.059
CDK2,1oiu,1h1q,0.058
CDK2,1oiu,1h1q,0.057
CDK2,1oiu,1h1q,0.056
CDK2,1oiu,1h1q,0.055
CDK2,1oiu,1h1q,0.054
CDK2,1oiu,1h1q,0.053
CDK2,1oiu,1h1q,0.052
CDK2,1oiu,1h1q,0.051
CDK2,1oiu,1h1q,0.05
CDK2,1oiu,1h1q,0.049
CDK2,1oiu,1h1q,0.048
CDK2,1oiu,1h1q,0.047
CDK2,1oiu,1h1q,0.046
CDK2,1oiu,1h1q,0.045
CDK2,1oiu,1h1q,0.044
CDK2,1oiu,1h1q,0.043
CDK2,1oiu,1h1q,0.042
CDK2,1oiu,1h1q,0.041
CDK2,1oiu,1h1q,0.04
CDK2,1oiu,1h1q,0.039
CDK2,1oiu,1h1q,0.038
CDK2,1oiu,1h1q,0.037
CDK2,1oiu,1h1q,0.036
CDK2,1oiu,1h1q,0.035
CDK2,1oiu,1h1q,0.034
CDK2,1oiu,1h1q,0.033
CDK2,1oiu,1h1q,0.032
CDK2,1oiu,1h1q,0.031
CDK2,1oiu,1h1q,0.03
CDK2,1oiu,1h1q,0.029
CDK2,1oiu,1h1q,0.028
CDK2,1oiu,1h1q,0.027
CDK2,1oiu,1h1q,0.026
CDK2,1oiu,1h1q,0.025
CDK2,1oiu,1h1q,0.024
CDK2,1oiu,1h1q,0.023
CDK2,1oiu,1h1q,0.022
CDK2,1oiu,1h1q,0.021
CDK2,1oiu,1h1q,0.02
CDK2,1oiu,1h1q,0.019
CDK2,1oiu,1h1q,0.018
CDK2,1oiu,1h1q,0.017
CDK2,1oiu,1h1q,0.016
CDK2,1oiu,1h1q,0.015
CDK2,1oiu,1h1q,0.014
CDK2,1oiu,1h1q,0.013
CDK2,1oiu,1h1q,0.012
CDK2,1oiu,1h1q,0.011
CDK2,1oiu,1h1q,0.01
CDK2,1oiu,1h1q,0.009
CDK2,1oiu,1h1q,0.008
CDK2,1oiu,1h1q,0.007
CDK2,1oiu,1h1q,0.006
CDK2,1oiu,1h1q,0.005
CDK2,1oiu,1h1q,0.004
CDK2,1oiu,1h1q,0.003
CDK2,1oiu,1h1q,0.002
CDK2,1oiu,1h1q,0.001
CDK2,1oiu,1h1q,0
CDK2,1h1q,1oiu,0.5
CDK2,1h1q,1oiu,0.499
CDK2,1h1q,1oiu,0.498
CDK2,1h1q,1oiu,0.497
CDK2,1h1q,1oiu,0.496
CDK2,1h1q,1oiu,0.495
CDK2,1h1q,1oiu,0.494
CDK2,1h1q,1oiu,0.493
CDK2,1h1q,1oiu,0.492
CDK2,1h1q,1oiu,0.491
CDK2,1h1q,1oiu,0.49
CDK2,1h1q,1oiu,0.489
CDK2,1h1q,1oiu,0.488
CDK2,1h1q,1oiu,0.487
CDK2,1h1q,1oiu,0.486
CDK2,1h1q,1oiu,0.485
CDK2,1h1q,1oiu,0.484
CDK2,1h1q,1oiu,0.483
CDK2,1h1q,1oiu,0.482
CDK2,1h1q,1oiu,0.481
CDK2,1h1q,1oiu,0.48
CDK2,1h1q,1oiu,0.479
CDK2,1h1q,1oiu,0.478
CDK2,1h1q,1oiu,0.477
CDK2,1h1q,1oiu,0.476
CDK2,1h1q,1oiu,0.475
CDK2,1h1q,1oiu,0.474
CDK2,1h1q,1oiu,0.473
CDK2,1h1q,1oiu,0.472
CDK2,1h1q,1oiu,0.471
CDK2,1h1q,1oiu,0.47
CDK2,1h1q,1oiu,0.469
CDK2,1h1q,1oiu,0.468
CDK2,1h1q,1oiu,0.467
CDK2,1h1q,1oiu,0.466
CDK2,1h1q,1oiu,0.465
CDK2,1h1q,1oiu,0.464
CDK2,1h1q,1oiu,0.463
CDK2,1h1q,1oiu,0.462
CDK2,1h1q,1oiu,0.461
CDK2,1h1q,1oiu,0.46
CDK2,1h1q,1oiu,0.459
CDK2,1h1q,1oiu,0.458
CDK2,1h1q,1oiu,0.457
CDK2,1h1q,1oiu,0.456
CDK2,1h1q,1oiu,0.455
CDK2,1h1q,1oiu,0.454
CDK2,1h1q,1oiu,0.453
CDK2,1h1q,1oiu,0.452
CDK2,1h1q,1oiu,0.451
CDK2,1h1q,1oiu,0.45
CDK2,1h1q,1oiu,0.449
CDK2,1h1q,1oiu,0.448
CDK2,1h1q,1oiu,0.447
CDK2,1h1q,1oiu,0.446
CDK2,1h1q,1oiu,0.445
CDK2,1h1q,1oiu,0.444
CDK2,1h1q,1oiu,0.443
CDK2,1h1q,1oiu,0.442
CDK2,1h1q,1oiu,0.441
CDK2,1h1q,1oiu,0.44
CDK2,1h1q,1oiu,0.439
CDK2,1h1q,1oiu,0.438
CDK2,1h1q,1oiu,0.437
CDK2,1h1q,1oiu,0.436
CDK2,1h1q,1oiu,0.435
CDK2,1h1q,1oiu,0.434
CDK2,1h1q,1oiu,0.433
CDK2,1h1q,1oiu,0.432
CDK2,1h1q,1oiu,0.431
CDK2,1h1q,1oiu,0.43
CDK2,1h1q,1oiu,0.429
CDK2,1h1q,1oiu,0.428
CDK2,1h1q,1oiu,0.427
CDK2,1h1q,1oiu,0.426
CDK2,1h1q,1oiu,0.425
CDK2,1h1q,1oiu,0.424
CDK2,1h1q,1oiu,0.423
CDK2,1h1q,1oiu,0.422
CDK2,1h1q,1oiu,0.421
CDK2,1h1q,1oiu,0.42
CDK2,1h1q,1oiu,0.419
CDK2,1h1q,1oiu,0.418
CDK2,1h1q,1oiu,0.417
CDK2,1h1q,1oiu,0.416
CDK2,1h1q,1oiu,0.415
CDK2,1h1q,1oiu,0.414
CDK2,1h1q,1oiu,0.413
CDK2,1h1q,1oiu,0.412
CDK2,1h1q,1oiu,0.411
CDK2,1h1q,1oiu,0.41
CDK2,1h1q,1oiu,0.409
CDK2,1h1q,1oiu,0.408
CDK2,1h1q,1oiu,0.407
CDK2,1h1q,1oiu,0.406
CDK2,1h1q,1oiu,0.405
CDK2,1h1q,1oiu,0.404
CDK2,1h1q,1oiu,0.403
CDK2,1h1q,1oiu,0.402
CDK2,1h1q,1oiu,0.401
CDK2,1h1q,1oiu,0.4
CDK2,1h1q,1oiu,0.399
CDK2,1h1q,1oiu,0.398
CDK2,1h1q,1oiu,0.397
CDK2,1h1q,1oiu,0.396
CDK2,1h1q,1oiu,0.395
CDK2,1h1q,1oiu,0.394
CDK2,1h1q,1oiu,0.393
CDK2,1h1q,1oiu,0.392
CDK2,1h1q,1oiu,0.391
CDK2,1h1q,1oiu,0.39
CDK2,1h1q,1oiu,0.389
CDK2,1h1q,1oiu,0.388
CDK2,1h1q,1oiu,0.387
CDK2,1h1q,1oiu,0.386
CDK2,1h1q,1oiu,0.385
CDK2,1h1q,1oiu,0.384
CDK2,1h1q,1oiu,0.383
CDK2,1h1q,1oiu,0.382
CDK2,1h1q,1oiu,0.381
CDK2,1h1q,1oiu,0.38
CDK2,1h1q,1oiu,0.379
CDK2,1h1q,1oiu,0.378
CDK2,1h1q,1oiu,0.377
CDK2,1h1q,1oiu,0.376
CDK2,1h1q,1oiu,0.375
CDK2,1h1q,1oiu,0.374
CDK2,1h1q,1oiu,0.373
CDK2,1h1q,1oiu,0.372
CDK2,1h1q,1oiu,0.371
CDK2,1h1q,1oiu,0.37
CDK2,1h1q,1oiu,0.369
CDK2,1h1q,1oiu,0.368
CDK2,1h1q,1oiu,0.367
CDK2,1h1q,1oiu,0.366
CDK2,1h1q,1oiu,0.365
CDK2,1h1q,1oiu,0.364
CDK2,1h1q,1oiu,0.363
CDK2,1h1q,1oiu,0.362
CDK2,1h1q,1oiu,0.361
CDK2,1h1q,1oiu,0.36
CDK2,1h1q,1oiu,0.359
CDK2,1h1q,1oiu,0.358
CDK2,1h1q,1oiu,0.357
CDK2,1h1q,1oiu,0.356
CDK2,1h1q,1oiu,0.355
CDK2,1h1q,1oiu,0.354
CDK2,1h1q,1oiu,0.353
CDK2,1h1q,1oiu,0.352
CDK2,1h1q,1oiu,0.351
CDK2,1h1q,1oiu,0.35
CDK2,1h1q,1oiu,0.349
CDK2,1h1q,1oiu,0.348
CDK2,1h1q,1oiu,0.347
CDK2,1h1q,1oiu,0.346
CDK2,1h1q,1oiu,0.345
CDK2,1h1q,1oiu,0.344
CDK2,1h1q,1oiu,0.343
CDK2,1h1q,1oiu,0.342
CDK2,1h1q,1oiu,0.341
CDK2,1h1q,1oiu,0.34
CDK2,1h1q,1oiu,0.339
CDK2,1h1q,1oiu,0.338
CDK2,1h1q,1oiu,0.337
CDK2,1h1q,1oiu,0.336
CDK2,1h1q,1oiu,0.335
CDK2,1h1q,1oiu,0.334
CDK2,1h1q,1oiu,0.333
CDK2,1h1q,1oiu,0.332
CDK2,1h1q,1oiu,0.331
CDK2,1h1q,1oiu,0.33
CDK2,1h1q,1oiu,0.329
CDK2,1h1q,1oiu,0.328
CDK2,1h1q,1oiu,0.327
CDK2,1h1q,1oiu,0.326
CDK2,1h1q,1oiu,0.325
CDK2,1h1q,1oiu,0.324
CDK2,1h1q,1oiu,0.323
CDK2,1h1q,1oiu,0.322
CDK2,1h1q,1oiu,0.321
CDK2,1h1q,1oiu,0.32
CDK2,1h1q,1oiu,0.319
CDK2,1h1q,1oiu,0.318
CDK2,1h1q,1oiu,0.317
CDK2,1h1q,1oiu,0.316
CDK2,1h1q,1oiu,0.315
CDK2,1h1q,1oiu,0.314
CDK2,1h1q,1oiu,0.313
CDK2,1h1q,1oiu,0.312
CDK2,1h1q,1oiu,0.311
CDK2,1h1q,1oiu,0.31
CDK2,1h1q,1oiu,0.309
CDK2,1h1q,1oiu,0.308
CDK2,1h1q,1oiu,0.307
CDK2,1h1q,1oiu,0.306
CDK2,1h1q,1oiu,0.305
CDK2,1h1q,1oiu,0.304
CDK2,1h1q,1oiu,0.303
CDK2,1h1q,1oiu,0.302
CDK2,1h1q,1oiu,0.301
CDK2,1h1q,1oiu,0.3
CDK2,1h1q,1oiu,0.299
CDK2,1h1q,1oiu,0.298
CDK2,1h1q,1oiu,0.297
CDK2,1h1q,1oiu,0.296
CDK2,1h1q,1oiu,0.295
CDK2,1h1q,1oiu,0.294
CDK2,1h1q,1oiu,0.293
CDK2,1h1q,1oiu,0.292
CDK2,1h1q,1oiu,0.291
CDK2,1h1q,1oiu,0.29
CDK2,1h1q,1oiu,0.289
CDK2,1h1q,1oiu,0.288
CDK2,1h1q,1oiu,0.287
CDK2,1h1q,1oiu,0.286
CDK2,1h1q,1oiu,0.285
CDK2,1h1q,1oiu,0.284
CDK2,1h1q,1oiu,0.283
CDK2,1h1q,1oiu,0.282
CDK2,1h1q,1oiu,0.281
CDK2,1h1q,1oiu,0.28
CDK2,1h1q,1oiu,0.279
CDK2,1h1q,1oiu,0.278
CDK2,1h1q,1oiu,0.277
CDK2,1h1q,1oiu,0.276
CDK2,1h1q,1oiu,0.275
CDK2,1h1q,1oiu,0.274
CDK2,1h1q,1oiu,0.273
CDK2,1h1q,1oiu,0.272
CDK2,1h1q,1oiu,0.271
CDK2,1h1q,1oiu,0.27
CDK2,1h1q,1oiu,0.269
CDK2,1h1q,1oiu,0.268
CDK2,1h1q,1oiu,0.267
