protein,ligand1,ligand2,lambdai
eg5,CHEMBL1088740,CHEMBL1082249,0.5
eg5,CHEMBL1082249,CHEMBL1088740,0.5
eg5,CHEMBL1088740,CHEMBL1089393,0.5
eg5,CHEMBL1089393,CHEMBL1088740,0.5
eg5,CHEMBL1088740,CHEMBL1077227,0.5
eg5,CHEMBL1077227,CHEMBL1088740,0.5
eg5,CHEMBL1088740,CHEMBL1078691,0.5
eg5,CHEMBL1078691,CHEMBL1088740,0.5
eg5,CHEMBL1088740,CHEMBL1086409,0.5
eg5,CHEMBL1086409,CHEMBL1088740,0.5
eg5,CHEMBL1088740,CHEMBL1082248,0.5
eg5,CHEMBL1082248,CHEMBL1088740,0.5
eg5,CHEMBL1088740,CHEMBL1084678,0.5
eg5,CHEMBL1084678,CHEMBL1088740,0.5
eg5,CHEMBL1088740,CHEMBL1084115,0.5
eg5,CHEMBL1084115,CHEMBL1088740,0.5
eg5,CHEMBL1088740,CHEMBL1084431,0.5
eg5,CHEMBL1084431,CHEMBL1088740,0.5
eg5,CHEMBL1088740,CHEMBL1085895,0.5
eg5,CHEMBL1085895,CHEMBL1088740,0.5
eg5,CHEMBL1088740,CHEMBL1084677,0.5
eg5,CHEMBL1084677,CHEMBL1088740,0.5
eg5,CHEMBL1088740,CHEMBL1086410,0.5
eg5,CHEMBL1086410,CHEMBL1088740,0.5
eg5,CHEMBL1088740,CHEMBL1083517,0.5
eg5,CHEMBL1083517,CHEMBL1088740,0.5
eg5,CHEMBL1088740,CHEMBL1096003,0.5
eg5,CHEMBL1096003,CHEMBL1088740,0.5
eg5,CHEMBL1088740,CHEMBL1077204,0.5
eg5,CHEMBL1077204,CHEMBL1088740,0.5
eg5,CHEMBL1088740,CHEMBL1083836,0.5
eg5,CHEMBL1083836,CHEMBL1088740,0.5
eg5,CHEMBL1088740,CHEMBL1085666,0.5
eg5,CHEMBL1085666,CHEMBL1088740,0.5
eg5,CHEMBL1088740,CHEMBL1085692,0.5
eg5,CHEMBL1085692,CHEMBL1088740,0.5
eg5,CHEMBL1088740,CHEMBL1084143,0.5
eg5,CHEMBL1084143,CHEMBL1088740,0.5
eg5,CHEMBL1088740,CHEMBL1096002,0.5
eg5,CHEMBL1096002,CHEMBL1088740,0.5
eg5,CHEMBL1088740,CHEMBL1089056,0.5
eg5,CHEMBL1089056,CHEMBL1088740,0.5
eg5,CHEMBL1088740,CHEMBL1093088,0.5
eg5,CHEMBL1093088,CHEMBL1088740,0.5
eg5,CHEMBL1088740,CHEMBL1084676,0.5
eg5,CHEMBL1084676,CHEMBL1088740,0.5
eg5,CHEMBL1088740,CHEMBL1078998,0.5
eg5,CHEMBL1078998,CHEMBL1088740,0.5
eg5,CHEMBL1088740,CHEMBL1084935,0.5
eg5,CHEMBL1084935,CHEMBL1088740,0.5
