protein,ligand1,ligand2,lambdai,Gi(kcal/mol),stddev(kcal/mol),stddev(kcal/mol),aue(kcal/mol),,,
CDK2-nnp,1oi9,1oiy,0.00 ,0,0,0.39 ,0.59 ,,,
CDK2-nnp,1oi9,1oiy,0.05,15.67391,0.1024839,0.39 ,0.59 ,,,
CDK2-nnp,1oi9,1oiy,0.10 ,29.47091,0.126746,0.39 ,0.59 ,,,
CDK2-nnp,1oi9,1oiy,0.15,42.57027,0.1369072,0.39 ,0.59 ,,,
CDK2-nnp,1oi9,1oiy,0.20 ,55.2252,0.1438348,0.39 ,0.59 ,,,
CDK2-nnp,1oi9,1oiy,0.25,67.42765,0.1519809,0.39 ,0.59 ,,,
CDK2-nnp,1oi9,1oiy,0.30 ,65.74974,0.1777655,0.39 ,0.59 ,,,
CDK2-nnp,1oi9,1oiy,0.35,61.92439,0.2041334,0.39 ,0.59 ,,,
CDK2-nnp,1oi9,1oiy,0.40 ,55.94362,0.2277759,0.39 ,0.59 ,,,
CDK2-nnp,1oi9,1oiy,0.45,47.76881,0.2494373,0.39 ,0.59 ,,,
CDK2-nnp,1oi9,1oiy,0.50 ,37.57829,0.2666879,0.39 ,0.59 ,,,
CDK2-nnp,28,31,0.00 ,0,0,0.39 ,1.04 ,,,
CDK2-nnp,28,31,0.05,17.45688,0.08589269,0.39 ,1.04 ,,,
CDK2-nnp,28,31,0.10 ,31.72974,0.1350037,0.39 ,1.04 ,,,
CDK2-nnp,28,31,0.15,44.95284,0.1449308,0.39 ,1.04 ,,,
CDK2-nnp,28,31,0.20 ,57.74609,0.1513007,0.39 ,1.04 ,,,
CDK2-nnp,28,31,0.25,70.03351,0.160234,0.39 ,1.04 ,,,
CDK2-nnp,28,31,0.30 ,68.01681,0.1907025,0.39 ,1.04 ,,,
CDK2-nnp,28,31,0.35,63.58638,0.21826,0.39 ,1.04 ,,,
CDK2-nnp,28,31,0.40 ,56.93317,0.2398795,0.39 ,1.04 ,,,
CDK2-nnp,28,31,0.45,48.32692,0.25807,0.39 ,1.04 ,,,
CDK2-nnp,28,31,0.50 ,37.91429,0.2738842,0.39 ,1.04 ,,,
CDK2-nnp,31,28,0.00 ,0,0,0.39 ,1.04 ,,,
CDK2-nnp,31,28,0.05,16.91847,0.1015536,0.39 ,1.04 ,,,
CDK2-nnp,31,28,0.10 ,30.97727,0.1389067,0.39 ,1.04 ,,,
CDK2-nnp,31,28,0.15,44.18011,0.1472717,0.39 ,1.04 ,,,
CDK2-nnp,31,28,0.20 ,57.01688,0.1525092,0.39 ,1.04 ,,,
CDK2-nnp,31,28,0.25,69.49699,0.158098,0.39 ,1.04 ,,,
CDK2-nnp,31,28,0.30 ,68.38103,0.1755847,0.39 ,1.04 ,,,
CDK2-nnp,31,28,0.35,64.97781,0.2072672,0.39 ,1.04 ,,,
CDK2-nnp,31,28,0.40 ,59.03575,0.2344693,0.39 ,1.04 ,,,
CDK2-nnp,31,28,0.45,50.67875,0.2570233,0.39 ,1.04 ,,,
CDK2-nnp,31,28,0.50 ,40.52601,0.2710738,0.39 ,1.04 ,,,
CDK2-nnp,30,31,0.00 ,0,0,0.67 ,0.77 ,,,
CDK2-nnp,30,31,0.05,18.44725,0.03888312,0.67 ,0.77 ,,,
CDK2-nnp,30,31,0.10 ,35.75107,0.09219714,0.67 ,0.77 ,,,
CDK2-nnp,30,31,0.15,51.2865,0.1287409,0.67 ,0.77 ,,,
CDK2-nnp,30,31,0.20 ,65.68242,0.1443949,0.67 ,0.77 ,,,
CDK2-nnp,30,31,0.25,79.42987,0.1510316,0.67 ,0.77 ,,,
CDK2-nnp,30,31,0.30 ,79.3336,0.1513325,0.67 ,0.77 ,,,
CDK2-nnp,30,31,0.35,79.23359,0.1516511,0.67 ,0.77 ,,,
CDK2-nnp,30,31,0.40 ,79.11771,0.1521859,0.67 ,0.77 ,,,
CDK2-nnp,30,31,0.45,75.1937,0.4343208,0.67 ,0.77 ,,,
CDK2-nnp,30,31,0.50 ,66.06046,0.4538609,0.67 ,0.77 ,,,
CDK2-nnp,31,30,0.00 ,0,0,0.67 ,0.77 ,,,
CDK2-nnp,31,30,0.05,18.48909,0.03832812,0.67 ,0.77 ,,,
CDK2-nnp,31,30,0.10 ,35.92359,0.08791872,0.67 ,0.77 ,,,
CDK2-nnp,31,30,0.15,51.59641,0.1258942,0.67 ,0.77 ,,,
CDK2-nnp,31,30,0.20 ,66.06339,0.1415509,0.67 ,0.77 ,,,
CDK2-nnp,31,30,0.25,79.90886,0.1476834,0.67 ,0.77 ,,,
CDK2-nnp,31,30,0.30 ,79.82611,0.1479246,0.67 ,0.77 ,,,
CDK2-nnp,31,30,0.35,79.74118,0.1481739,0.67 ,0.77 ,,,
CDK2-nnp,31,30,0.40 ,79.65019,0.1484627,0.67 ,0.77 ,,,
CDK2-nnp,31,30,0.45,76.64371,0.4763304,0.67 ,0.77 ,,,
CDK2-nnp,31,30,0.50 ,67.09552,0.4931912,0.67 ,0.77 ,,,
CDK2-nnp,1h1r,21,0.00 ,0,0,0.32 ,0.05 ,,,
CDK2-nnp,1h1r,21,0.05,14.93357,0.1403438,0.32 ,0.05 ,,,
CDK2-nnp,1h1r,21,0.10 ,27.06433,0.1681337,0.32 ,0.05 ,,,
CDK2-nnp,1h1r,21,0.15,38.35001,0.1756134,0.32 ,0.05 ,,,
CDK2-nnp,1h1r,21,0.20 ,49.45243,0.1773532,0.32 ,0.05 ,,,
CDK2-nnp,1h1r,21,0.25,60.51172,0.1779116,0.32 ,0.05 ,,,
CDK2-nnp,1h1r,21,0.30 ,53.85648,0.2012894,0.32 ,0.05 ,,,
CDK2-nnp,1h1r,21,0.35,44.78486,0.2157515,0.32 ,0.05 ,,,
CDK2-nnp,1h1r,21,0.40 ,34.86233,0.2233282,0.32 ,0.05 ,,,
CDK2-nnp,1h1r,21,0.45,24.39145,0.2286968,0.32 ,0.05 ,,,
CDK2-nnp,1h1r,21,0.50 ,13.51787,0.2332364,0.32 ,0.05 ,,,
CDK2-nnp,21,1h1r,0.00 ,0,0,0.32 ,0.05 ,,,
CDK2-nnp,21,1h1r,0.05,14.98362,0.1308487,0.32 ,0.05 ,,,
CDK2-nnp,21,1h1r,0.10 ,27.05379,0.1631394,0.32 ,0.05 ,,,
CDK2-nnp,21,1h1r,0.15,38.27939,0.1698076,0.32 ,0.05 ,,,
CDK2-nnp,21,1h1r,0.20 ,49.3679,0.17118,0.32 ,0.05 ,,,
CDK2-nnp,21,1h1r,0.25,60.4238,0.1716671,0.32 ,0.05 ,,,
CDK2-nnp,21,1h1r,0.30 ,53.71537,0.1944703,0.32 ,0.05 ,,,
CDK2-nnp,21,1h1r,0.35,44.53451,0.209941,0.32 ,0.05 ,,,
CDK2-nnp,21,1h1r,0.40 ,34.56433,0.2164838,0.32 ,0.05 ,,,
CDK2-nnp,21,1h1r,0.45,24.13249,0.221156,0.32 ,0.05 ,,,
CDK2-nnp,21,1h1r,0.50 ,13.30693,0.2259793,0.32 ,0.05 ,,,
CDK2-nnp,30,26,0.00 ,0,0,0.37 ,0.43 ,,,
CDK2-nnp,30,26,0.05,16.58976,0.1189169,0.37 ,0.43 ,,,
CDK2-nnp,30,26,0.10 ,30.44834,0.1497216,0.37 ,0.43 ,,,
CDK2-nnp,30,26,0.15,43.10501,0.1662359,0.37 ,0.43 ,,,
CDK2-nnp,30,26,0.20 ,54.7567,0.1793673,0.37 ,0.43 ,,,
CDK2-nnp,30,26,0.25,66.00652,0.1832819,0.37 ,0.43 ,,,
CDK2-nnp,30,26,0.30 ,62.59193,0.1971982,0.37 ,0.43 ,,,
CDK2-nnp,30,26,0.35,56.88682,0.2226782,0.37 ,0.43 ,,,
CDK2-nnp,30,26,0.40 ,49.20204,0.2412943,0.37 ,0.43 ,,,
CDK2-nnp,30,26,0.45,40.03973,0.2537713,0.37 ,0.43 ,,,
CDK2-nnp,30,26,0.50 ,29.6275,0.2658523,0.37 ,0.43 ,,,
CDK2-nnp,26,30,0.00 ,0,0,0.37 ,0.43 ,,,
CDK2-nnp,26,30,0.05,16.59921,0.1035297,0.37 ,0.43 ,,,
CDK2-nnp,26,30,0.10 ,30.85813,0.1344472,0.37 ,0.43 ,,,
CDK2-nnp,26,30,0.15,44.04816,0.1499607,0.37 ,0.43 ,,,
CDK2-nnp,26,30,0.20 ,56.1185,0.1676921,0.37 ,0.43 ,,,
CDK2-nnp,26,30,0.25,67.45326,0.1756008,0.37 ,0.43 ,,,
CDK2-nnp,26,30,0.30 ,64.07374,0.19268,0.37 ,0.43 ,,,
CDK2-nnp,26,30,0.35,58.31375,0.2194118,0.37 ,0.43 ,,,
CDK2-nnp,26,30,0.40 ,50.71137,0.2356673,0.37 ,0.43 ,,,
CDK2-nnp,26,30,0.45,41.71902,0.2486334,0.37 ,0.43 ,,,
CDK2-nnp,26,30,0.50 ,31.4347,0.2608566,0.37 ,0.43 ,,,
CDK2-nnp,1oi9,20,0.00 ,0,0,0.35 ,0.29 ,,,
CDK2-nnp,1oi9,20,0.05 ,15.19087,0.1263378,0.35 ,0.29 ,,,
CDK2-nnp,1oi9,20,0.1,27.89737,0.1548094,0.35 ,0.29 ,,,
CDK2-nnp,1oi9,20,0.15 ,39.48933,0.168728,0.35 ,0.29 ,,,
CDK2-nnp,1oi9,20,0.2,50.68169,0.1725614,0.35 ,0.29 ,,,
CDK2-nnp,1oi9,20,0.25 ,61.78563,0.1735932,0.35 ,0.29 ,,,
CDK2-nnp,1oi9,20,0.3,56.84732,0.1982202,0.35 ,0.29 ,,,
CDK2-nnp,1oi9,20,0.35 ,49.06936,0.2189835,0.35 ,0.29 ,,,
CDK2-nnp,1oi9,20,0.4,40.02759,0.2302994,0.35 ,0.29 ,,,
CDK2-nnp,1oi9,20,0.45 ,30.05019,0.2391857,0.35 ,0.29 ,,,
CDK2-nnp,1oi9,20,0.5,19.34081,0.2464754,0.35 ,0.29 ,,,
CDK2-nnp,20,1oi9,0.00 ,0,0,0.35 ,0.29 ,,,
CDK2-nnp,20,1oi9,0.05 ,15.43102,0.1220146,0.35 ,0.29 ,,,
CDK2-nnp,20,1oi9,0.1,28.26602,0.1522788,0.35 ,0.29 ,,,
CDK2-nnp,20,1oi9,0.15 ,39.92877,0.1668109,0.35 ,0.29 ,,,
CDK2-nnp,20,1oi9,0.2,51.14906,0.1713435,0.35 ,0.29 ,,,
CDK2-nnp,20,1oi9,0.25 ,62.26086,0.1726498,0.35 ,0.29 ,,,
CDK2-nnp,20,1oi9,0.3,57.17694,0.1940527,0.35 ,0.29 ,,,
CDK2-nnp,20,1oi9,0.35 ,49.58233,0.2140736,0.35 ,0.29 ,,,
CDK2-nnp,20,1oi9,0.4,40.60716,0.2273063,0.35 ,0.29 ,,,
CDK2-nnp,20,1oi9,0.45 ,30.68733,0.235938,0.35 ,0.29 ,,,
CDK2-nnp,20,1oi9,0.5,20.06659,0.2430152,0.35 ,0.29 ,,,
CDK2-nnp,1oiy,29,0.00 ,0,0,0.34 ,0.29 ,,,
CDK2-nnp,1oiy,29,0.05 ,17.46842,0.08027238,0.34 ,0.29 ,,,
CDK2-nnp,1oiy,29,0.1,32.58236,0.1229498,0.34 ,0.29 ,,,
CDK2-nnp,1oiy,29,0.15 ,46.72075,0.1348972,0.34 ,0.29 ,,,
CDK2-nnp,1oiy,29,0.2,60.37237,0.141472,0.34 ,0.29 ,,,
CDK2-nnp,1oiy,29,0.25 ,73.72246,0.144965,0.34 ,0.29 ,,,
CDK2-nnp,1oiy,29,0.3,73.60002,0.1452479,0.34 ,0.29 ,,,
CDK2-nnp,1oiy,29,0.35 ,73.47418,0.1455468,0.34 ,0.29 ,,,
CDK2-nnp,1oiy,29,0.4,73.14166,0.1501441,0.34 ,0.29 ,,,
CDK2-nnp,1oiy,29,0.45 ,64.95853,0.2186049,0.34 ,0.29 ,,,
CDK2-nnp,1oiy,29,0.5,54.36114,0.235689,0.34 ,0.29 ,,,
CDK2-nnp,29,1oiy,0.00 ,0,0,0.34 ,0.29 ,,,
CDK2-nnp,29,1oiy,0.05 ,16.97195,0.09440842,0.34 ,0.29 ,,,
CDK2-nnp,29,1oiy,0.1,31.73288,0.1278749,0.34 ,0.29 ,,,
CDK2-nnp,29,1oiy,0.15 ,45.64667,0.137946,0.34 ,0.29 ,,,
CDK2-nnp,29,1oiy,0.2,59.13981,0.1434813,0.34 ,0.29 ,,,
CDK2-nnp,29,1oiy,0.25 ,72.36114,0.1467682,0.34 ,0.29 ,,,
CDK2-nnp,29,1oiy,0.3,72.22172,0.1470864,0.34 ,0.29 ,,,
CDK2-nnp,29,1oiy,0.35 ,72.07803,0.1474218,0.34 ,0.29 ,,,
CDK2-nnp,29,1oiy,0.4,71.76549,0.1507391,0.34 ,0.29 ,,,
CDK2-nnp,29,1oiy,0.45 ,64.46865,0.2257731,0.34 ,0.29 ,,,
CDK2-nnp,29,1oiy,0.5,54.55457,0.2433536,0.34 ,0.29 ,,,
CDK2-nnp,20,1h1q,0.00 ,0,0,0.34 ,1.08 ,,,
CDK2-nnp,20,1h1q,0.05 ,15.15464,0.1248755,0.34 ,1.08 ,,,
CDK2-nnp,20,1h1q,0.1,27.49977,0.1567834,0.34 ,1.08 ,,,
CDK2-nnp,20,1h1q,0.15 ,38.85243,0.1662497,0.34 ,1.08 ,,,
CDK2-nnp,20,1h1q,0.2,49.98169,0.168476,0.34 ,1.08 ,,,
CDK2-nnp,20,1h1q,0.25 ,61.05874,0.1691923,0.34 ,1.08 ,,,
CDK2-nnp,20,1h1q,0.3,55.39915,0.1922331,0.34 ,1.08 ,,,
CDK2-nnp,20,1h1q,0.35 ,47.06817,0.212304,0.34 ,1.08 ,,,
CDK2-nnp,20,1h1q,0.4,37.67364,0.2212932,0.34 ,1.08 ,,,
CDK2-nnp,20,1h1q,0.45 ,27.62652,0.2276768,0.34 ,1.08 ,,,
CDK2-nnp,20,1h1q,0.5,17.01453,0.2341495,0.34 ,1.08 ,,,
CDK2-nnp,1h1q,20,0.00 ,0,0,0.34 ,1.08 ,,,
CDK2-nnp,1h1q,20,0.05 ,15.23873,0.1264973,0.34 ,1.08 ,,,
CDK2-nnp,1h1q,20,0.1,27.85763,0.1582131,0.34 ,1.08 ,,,
CDK2-nnp,1h1q,20,0.15 ,39.28168,0.1711872,0.34 ,1.08 ,,,
CDK2-nnp,1h1q,20,0.2,50.41955,0.1735426,0.34 ,1.08 ,,,
CDK2-nnp,1h1q,20,0.25 ,61.50142,0.1742545,0.34 ,1.08 ,,,
CDK2-nnp,1h1q,20,0.3,55.72013,0.2005939,0.34 ,1.08 ,,,
CDK2-nnp,1h1q,20,0.35 ,47.19179,0.2184833,0.34 ,1.08 ,,,
CDK2-nnp,1h1q,20,0.4,37.63272,0.2278741,0.34 ,1.08 ,,,
CDK2-nnp,1h1q,20,0.45 ,27.36131,0.2347009,0.34 ,1.08 ,,,
CDK2-nnp,1h1q,20,0.5,16.47938,0.2409853,0.34 ,1.08 ,,,
CDK2-nnp,26,1h1q,0.00 ,0,0,0.34 ,0.38 ,,,
CDK2-nnp,26,1h1q,0.05 ,15.32188,0.1423218,0.34 ,0.38 ,,,
CDK2-nnp,26,1h1q,0.1,27.76151,0.1715286,0.34 ,0.38 ,,,
CDK2-nnp,26,1h1q,0.15 ,39.11137,0.1818298,0.34 ,0.38 ,,,
CDK2-nnp,26,1h1q,0.2,50.22506,0.183723,0.34 ,0.38 ,,,
CDK2-nnp,26,1h1q,0.25 ,61.29296,0.1842689,0.34 ,0.38 ,,,
CDK2-nnp,26,1h1q,0.3,55.11953,0.2067855,0.34 ,0.38 ,,,
CDK2-nnp,26,1h1q,0.35 ,46.34371,0.2232996,0.34 ,0.38 ,,,
CDK2-nnp,26,1h1q,0.4,36.65428,0.2307297,0.34 ,0.38 ,,,
CDK2-nnp,26,1h1q,0.45 ,26.43507,0.2356254,0.34 ,0.38 ,,,
CDK2-nnp,26,1h1q,0.5,15.80035,0.2403129,0.34 ,0.38 ,,,
CDK2-nnp,1h1q,26,0.00 ,0,0,0.34 ,0.38 ,,,
CDK2-nnp,1h1q,26,0.05 ,15.61604,0.1296087,0.34 ,0.38 ,,,
CDK2-nnp,1h1q,26,0.1,28.40874,0.1649461,0.34 ,0.38 ,,,
CDK2-nnp,1h1q,26,0.15 ,39.8541,0.1792079,0.34 ,0.38 ,,,
CDK2-nnp,1h1q,26,0.2,50.988,0.1820011,0.34 ,0.38 ,,,
CDK2-nnp,1h1q,26,0.25 ,62.06017,0.1827705,0.34 ,0.38 ,,,
CDK2-nnp,1h1q,26,0.3,55.88661,0.2090644,0.34 ,0.38 ,,,
CDK2-nnp,1h1q,26,0.35 ,46.98327,0.2256143,0.34 ,0.38 ,,,
CDK2-nnp,1h1q,26,0.4,37.07346,0.2338368,0.34 ,0.38 ,,,
CDK2-nnp,1h1q,26,0.45 ,26.59011,0.2390752,0.34 ,0.38 ,,,
CDK2-nnp,1h1q,26,0.5,15.6742,0.2437571,0.34 ,0.38 ,,,
JNK1-nnp,18626,18628,0.00 ,0,0,0.36 ,1.97 ,,,
JNK1-nnp,18626,18628,0.05 ,16.14903,0.1445165,0.36 ,1.97 ,,,
JNK1-nnp,18626,18628,0.1,29.16002,0.1728627,0.36 ,1.97 ,,,
JNK1-nnp,18626,18628,0.15 ,40.87017,0.1877773,0.36 ,1.97 ,,,
JNK1-nnp,18626,18628,0.2,52.07586,0.1922195,0.36 ,1.97 ,,,
JNK1-nnp,18626,18628,0.25 ,63.17435,0.1932982,0.36 ,1.97 ,,,
JNK1-nnp,18626,18628,0.3,57.77224,0.2171475,0.36 ,1.97 ,,,
JNK1-nnp,18626,18628,0.35 ,49.44151,0.2369974,0.36 ,1.97 ,,,
JNK1-nnp,18626,18628,0.4,39.97162,0.2452933,0.36 ,1.97 ,,,
JNK1-nnp,18626,18628,0.45 ,29.84138,0.2510274,0.36 ,1.97 ,,,
JNK1-nnp,18626,18628,0.5,19.1872,0.2563894,0.36 ,1.97 ,,,
JNK1-nnp,18628,18626,0.00 ,0,0,0.36 ,1.97 ,,,
JNK1-nnp,18628,18626,0.05 ,16.41395,0.1343846,0.36 ,1.97 ,,,
JNK1-nnp,18628,18626,0.1,29.10184,0.1711647,0.36 ,1.97 ,,,
JNK1-nnp,18628,18626,0.15 ,40.52232,0.1827139,0.36 ,1.97 ,,,
JNK1-nnp,18628,18626,0.2,51.66096,0.1852411,0.36 ,1.97 ,,,
JNK1-nnp,18628,18626,0.25 ,62.73856,0.1859731,0.36 ,1.97 ,,,
JNK1-nnp,18628,18626,0.3,56.90995,0.2118281,0.36 ,1.97 ,,,
JNK1-nnp,18628,18626,0.35 ,48.27365,0.2289591,0.36 ,1.97 ,,,
JNK1-nnp,18628,18626,0.4,38.59281,0.2376765,0.36 ,1.97 ,,,
JNK1-nnp,18628,18626,0.45 ,28.25104,0.2436228,0.36 ,1.97 ,,,
JNK1-nnp,18628,18626,0.5,17.392,0.2489266,0.36 ,1.97 ,,,
JNK1-nnp,18627,18630,0.00 ,0,0,0.34 ,0.54 ,,,
JNK1-nnp,18627,18630,0.05 ,16.43871,0.1433469,0.34 ,0.54 ,,,
JNK1-nnp,18627,18630,0.1,28.88501,0.1816793,0.34 ,0.54 ,,,
JNK1-nnp,18627,18630,0.15 ,40.16032,0.1898365,0.34 ,0.54 ,,,
JNK1-nnp,18627,18630,0.2,51.2616,0.191376,0.34 ,0.54 ,,,
JNK1-nnp,18627,18630,0.25 ,62.32253,0.1919045,0.34 ,0.54 ,,,
JNK1-nnp,18627,18630,0.3,55.87805,0.2111328,0.34 ,0.54 ,,,
JNK1-nnp,18627,18630,0.35 ,47.04549,0.2264054,0.34 ,0.54 ,,,
JNK1-nnp,18627,18630,0.4,37.24182,0.2347464,0.34 ,0.54 ,,,
JNK1-nnp,18627,18630,0.45 ,26.86475,0.2399018,0.34 ,0.54 ,,,
JNK1-nnp,18627,18630,0.5,16.09224,0.2440431,0.34 ,0.54 ,,,
JNK1-nnp,18630,18627,0.00 ,0,0,0.34 ,0.54 ,,,
JNK1-nnp,18630,18627,0.05 ,15.84632,0.1401273,0.34 ,0.54 ,,,
JNK1-nnp,18630,18627,0.1,28.19287,0.1776635,0.34 ,0.54 ,,,
JNK1-nnp,18630,18627,0.15 ,39.43837,0.1849112,0.34 ,0.54 ,,,
JNK1-nnp,18630,18627,0.2,50.53062,0.1861449,0.34 ,0.54 ,,,
JNK1-nnp,18630,18627,0.25 ,61.58918,0.1865795,0.34 ,0.54 ,,,
JNK1-nnp,18630,18627,0.3,55.07897,0.2084799,0.34 ,0.54 ,,,
JNK1-nnp,18630,18627,0.35 ,46.07457,0.2240291,0.34 ,0.54 ,,,
JNK1-nnp,18630,18627,0.4,36.17401,0.2312398,0.34 ,0.54 ,,,
JNK1-nnp,18630,18627,0.45 ,25.73689,0.2362845,0.34 ,0.54 ,,,
JNK1-nnp,18630,18627,0.5,14.88957,0.2408081,0.34 ,0.54 ,,,
JNK1-nnp,18637,18631,0.00 ,0,0,0.37 ,1.67 ,,,
JNK1-nnp,18637,18631,0.05 ,18.15478,0.05887946,0.37 ,1.67 ,,,
JNK1-nnp,18637,18631,0.1,33.48807,0.1357702,0.37 ,1.67 ,,,
JNK1-nnp,18637,18631,0.15 ,46.72145,0.1628246,0.37 ,1.67 ,,,
JNK1-nnp,18637,18631,0.2,58.40053,0.1812114,0.37 ,1.67 ,,,
JNK1-nnp,18637,18631,0.25 ,69.59113,0.1848078,0.37 ,1.67 ,,,
JNK1-nnp,18637,18631,0.3,65.24738,0.2058345,0.37 ,1.67 ,,,
JNK1-nnp,18637,18631,0.35 ,58.20213,0.2279751,0.37 ,1.67 ,,,
JNK1-nnp,18637,18631,0.4,49.58195,0.2419869,0.37 ,1.67 ,,,
JNK1-nnp,18637,18631,0.45 ,39.90343,0.2509319,0.37 ,1.67 ,,,
JNK1-nnp,18637,18631,0.5,29.43629,0.2587922,0.37 ,1.67 ,,,
JNK1-nnp,18631,18637,0.00 ,0,0,0.37 ,1.67 ,,,
JNK1-nnp,18631,18637,0.05 ,18.02861,0.05927313,0.37 ,1.67 ,,,
JNK1-nnp,18631,18637,0.1,33.47248,0.1361787,0.37 ,1.67 ,,,
JNK1-nnp,18631,18637,0.15 ,46.74356,0.1621186,0.37 ,1.67 ,,,
JNK1-nnp,18631,18637,0.2,58.53745,0.1802145,0.37 ,1.67 ,,,
JNK1-nnp,18631,18637,0.25 ,69.77523,0.1848232,0.37 ,1.67 ,,,
JNK1-nnp,18631,18637,0.3,65.34291,0.2125057,0.37 ,1.67 ,,,
JNK1-nnp,18631,18637,0.35 ,58.07767,0.2341668,0.37 ,1.67 ,,,
JNK1-nnp,18631,18637,0.4,49.21105,0.2479147,0.37 ,1.67 ,,,
JNK1-nnp,18631,18637,0.45 ,39.27999,0.2567636,0.37 ,1.67 ,,,
JNK1-nnp,18631,18637,0.5,28.49972,0.2648299,0.37 ,1.67 ,,,
JNK1-nnp,18628,18624,0.00 ,0,0,0.36 ,0.84 ,,,
JNK1-nnp,18628,18624,0.05 ,16.70771,0.1274344,0.36 ,0.84 ,,,
JNK1-nnp,18628,18624,0.1,29.34563,0.1715238,0.36 ,0.84 ,,,
JNK1-nnp,18628,18624,0.15 ,40.6419,0.1820504,0.36 ,0.84 ,,,
JNK1-nnp,18628,18624,0.2,51.74174,0.1837156,0.36 ,0.84 ,,,
JNK1-nnp,18628,18624,0.25 ,62.80333,0.1842104,0.36 ,0.84 ,,,
JNK1-nnp,18628,18624,0.3,56.58946,0.205529,0.36 ,0.84 ,,,
JNK1-nnp,18628,18624,0.35 ,47.74865,0.223034,0.36 ,0.84 ,,,
JNK1-nnp,18628,18624,0.4,37.93167,0.2307062,0.36 ,0.84 ,,,
JNK1-nnp,18628,18624,0.45 ,27.54257,0.2361962,0.36 ,0.84 ,,,
JNK1-nnp,18628,18624,0.5,16.71748,0.2408155,0.36 ,0.84 ,,,
JNK1-nnp,18624,18628,0.00 ,0,0,0.36 ,0.84 ,,,
JNK1-nnp,18624,18628,0.05 ,16.1609,0.1637771,0.36 ,0.84 ,,,
JNK1-nnp,18624,18628,0.1,28.65192,0.1955065,0.36 ,0.84 ,,,
JNK1-nnp,18624,18628,0.15 ,39.9928,0.2040459,0.36 ,0.84 ,,,
JNK1-nnp,18624,18628,0.2,51.11803,0.2058277,0.36 ,0.84 ,,,
JNK1-nnp,18624,18628,0.25 ,62.19355,0.2064108,0.36 ,0.84 ,,,
JNK1-nnp,18624,18628,0.3,56.22586,0.2286237,0.36 ,0.84 ,,,
JNK1-nnp,18624,18628,0.35 ,47.30786,0.245447,0.36 ,0.84 ,,,
