protein,ligand1,ligand2,lambdai,Gi(kcal/mol),stddev(kcal/mol),stddev(kcal/mol),aue(kcal/mol),,,
pfkfb3-nnp,m65,m20,0.45,32.52047,0.2397945,0.35 ,1.32 ,,,
pfkfb3-nnp,m65,m20,0.50 ,21.90446,0.2458548,0.35 ,1.32 ,,,
pfkfb3-nnp,m20,m65,0,0,0,0.35 ,1.32 ,,,
pfkfb3-nnp,m20,m65,0.05 ,16.37941,0.1090137,0.35 ,1.32 ,,,
pfkfb3-nnp,m20,m65,0.10 ,30.20385,0.1432011,0.35 ,1.32 ,,,
pfkfb3-nnp,m20,m65,0.15,42.56312,0.1655602,0.35 ,1.32 ,,,
pfkfb3-nnp,m20,m65,0.20 ,53.93396,0.1761324,0.35 ,1.32 ,,,
pfkfb3-nnp,m20,m65,0.25,65.07524,0.1782641,0.35 ,1.32 ,,,
pfkfb3-nnp,m20,m65,0.30 ,60.0293,0.208672,0.35 ,1.32 ,,,
pfkfb3-nnp,m20,m65,0.35,51.9071,0.2304377,0.35 ,1.32 ,,,
pfkfb3-nnp,m20,m65,0.40 ,42.51732,0.2402528,0.35 ,1.32 ,,,
pfkfb3-nnp,m20,m65,0.45,32.35374,0.247142,0.35 ,1.32 ,,,
pfkfb3-nnp,m20,m65,0.50 ,21.5506,0.253401,0.35 ,1.32 ,,,
pfkfb3-nnp,m48,m20,0.00 ,0,0,0.35 ,1.43 ,,,
pfkfb3-nnp,m48,m20,0.05,16.15559,0.1179218,0.35 ,1.43 ,,,
pfkfb3-nnp,m48,m20,0.10 ,29.41626,0.1551567,0.35 ,1.43 ,,,
pfkfb3-nnp,m48,m20,0.15,41.10982,0.1733609,0.35 ,1.43 ,,,
pfkfb3-nnp,m48,m20,0.2,52.29975,0.1775105,0.35 ,1.43 ,,,
pfkfb3-nnp,m48,m20,0.25 ,63.39233,0.178568,0.35 ,1.43 ,,,
pfkfb3-nnp,m48,m20,0.3,57.65754,0.2049607,0.35 ,1.43 ,,,
pfkfb3-nnp,m48,m20,0.35 ,49.14764,0.2239913,0.35 ,1.43 ,,,
pfkfb3-nnp,m48,m20,0.4,39.50679,0.2330364,0.35 ,1.43 ,,,
pfkfb3-nnp,m48,m20,0.45 ,29.21889,0.2389062,0.35 ,1.43 ,,,
pfkfb3-nnp,m48,m20,0.5,18.42517,0.2442346,0.35 ,1.43 ,,,
pfkfb3-nnp,m20,m48,0.00 ,0,0,0.35 ,1.43 ,,,
pfkfb3-nnp,m20,m48,0.05,15.88994,0.1085842,0.35 ,1.43 ,,,
pfkfb3-nnp,m20,m48,0.10 ,29.42294,0.1414241,0.35 ,1.43 ,,,
pfkfb3-nnp,m20,m48,0.15,41.34742,0.1668332,0.35 ,1.43 ,,,
pfkfb3-nnp,m20,m48,0.20 ,52.55859,0.1729309,0.35 ,1.43 ,,,
pfkfb3-nnp,m20,m48,0.25 ,63.65593,0.1740832,0.35 ,1.43 ,,,
pfkfb3-nnp,m20,m48,0.3,58.2228,0.2032504,0.35 ,1.43 ,,,
pfkfb3-nnp,m20,m48,0.35 ,49.82833,0.223796,0.35 ,1.43 ,,,
pfkfb3-nnp,m20,m48,0.4,40.2893,0.2330427,0.35 ,1.43 ,,,
pfkfb3-nnp,m20,m48,0.45 ,30.07528,0.2394183,0.35 ,1.43 ,,,
pfkfb3-nnp,m20,m48,0.5,19.34072,0.2448944,0.35 ,1.43 ,,,
pfkfb3-nnp,m38,m41,0.00 ,0,0,0.36 ,1.48 ,,,
pfkfb3-nnp,m38,m41,0.05,16.57382,0.1031394,0.36 ,1.48 ,,,
pfkfb3-nnp,m38,m41,0.10 ,30.6183,0.1384712,0.36 ,1.48 ,,,
pfkfb3-nnp,m38,m41,0.15,43.29884,0.1587323,0.36 ,1.48 ,,,
pfkfb3-nnp,m38,m41,0.2,54.85211,0.1730957,0.36 ,1.48 ,,,
pfkfb3-nnp,m38,m41,0.25 ,66.03094,0.176518,0.36 ,1.48 ,,,
pfkfb3-nnp,m38,m41,0.3,61.43558,0.202389,0.36 ,1.48 ,,,
pfkfb3-nnp,m38,m41,0.35 ,53.87385,0.2283979,0.36 ,1.48 ,,,
pfkfb3-nnp,m38,m41,0.4,44.78983,0.2397599,0.36 ,1.48 ,,,
pfkfb3-nnp,m38,m41,0.45 ,34.9329,0.2462421,0.36 ,1.48 ,,,
pfkfb3-nnp,m38,m41,0.5,24.47514,0.2523851,0.36 ,1.48 ,,,
pfkfb3-nnp,m41,m38,0.00 ,0,0,0.36 ,1.48 ,,,
pfkfb3-nnp,m41,m38,0.05,17.84306,0.06576208,0.36 ,1.48 ,,,
pfkfb3-nnp,m41,m38,0.10 ,32.65634,0.1366122,0.36 ,1.48 ,,,
pfkfb3-nnp,m41,m38,0.15,45.54847,0.1620278,0.36 ,1.48 ,,,
pfkfb3-nnp,m41,m38,0.20 ,57.08952,0.1791219,0.36 ,1.48 ,,,
pfkfb3-nnp,m41,m38,0.25 ,68.23415,0.1820931,0.36 ,1.48 ,,,
pfkfb3-nnp,m41,m38,0.3,63.19354,0.2105542,0.36 ,1.48 ,,,
pfkfb3-nnp,m41,m38,0.35 ,55.07991,0.2327549,0.36 ,1.48 ,,,
pfkfb3-nnp,m41,m38,0.4,45.59533,0.2431375,0.36 ,1.48 ,,,
pfkfb3-nnp,m41,m38,0.45 ,35.31323,0.2502061,0.36 ,1.48 ,,,
pfkfb3-nnp,m41,m38,0.5,24.36419,0.2568135,0.36 ,1.48 ,,,
pfkfb3-nnp,m30,m56,0.00 ,0,0,0.37 ,0.76 ,,,
pfkfb3-nnp,m30,m56,0.05,17.05266,0.1016297,0.37 ,0.76 ,,,
pfkfb3-nnp,m30,m56,0.10 ,31.18011,0.1393934,0.37 ,0.76 ,,,
pfkfb3-nnp,m30,m56,0.15,44.30545,0.1511306,0.37 ,0.76 ,,,
pfkfb3-nnp,m30,m56,0.2,56.58358,0.165426,0.37 ,0.76 ,,,
pfkfb3-nnp,m30,m56,0.25,68.06708,0.1759295,0.37 ,0.76 ,,,
pfkfb3-nnp,m30,m56,0.30 ,64.85717,0.1954734,0.37 ,0.76 ,,,
pfkfb3-nnp,m30,m56,0.35,58.83139,0.2263997,0.37 ,0.76 ,,,
pfkfb3-nnp,m30,m56,0.40 ,50.56312,0.2450332,0.37 ,0.76 ,,,
pfkfb3-nnp,m30,m56,0.45,41.00148,0.2551444,0.37 ,0.76 ,,,
pfkfb3-nnp,m30,m56,0.50 ,30.49935,0.2640571,0.37 ,0.76 ,,,
pfkfb3-nnp,m56,m30,0,0,0,0.37 ,0.76 ,,,
pfkfb3-nnp,m56,m30,0.05 ,16.3053,0.1006764,0.37 ,0.76 ,,,
pfkfb3-nnp,m56,m30,0.1,30.34136,0.133302,0.37 ,0.76 ,,,
pfkfb3-nnp,m56,m30,0.15 ,43.38955,0.1466591,0.37 ,0.76 ,,,
pfkfb3-nnp,m56,m30,0.2,55.47372,0.1635147,0.37 ,0.76 ,,,
pfkfb3-nnp,m56,m30,0.25 ,66.81607,0.1724666,0.37 ,0.76 ,,,
pfkfb3-nnp,m56,m30,0.30 ,63.20227,0.1922813,0.37 ,0.76 ,,,
pfkfb3-nnp,m56,m30,0.35,56.76939,0.2240049,0.37 ,0.76 ,,,
pfkfb3-nnp,m56,m30,0.40 ,48.42546,0.2390491,0.37 ,0.76 ,,,
pfkfb3-nnp,m56,m30,0.45,38.90375,0.249748,0.37 ,0.76 ,,,
pfkfb3-nnp,m56,m30,0.50 ,28.3706,0.2593222,0.37 ,0.76 ,,,
pfkfb3-nnp,m65,m64,0,0,0,0.35 ,0.99 ,,,
pfkfb3-nnp,m65,m64,0.05 ,15.74732,0.1227849,0.35 ,0.99 ,,,
pfkfb3-nnp,m65,m64,0.1,28.81688,0.153908,0.35 ,0.99 ,,,
pfkfb3-nnp,m65,m64,0.15 ,40.43245,0.17196,0.35 ,0.99 ,,,
pfkfb3-nnp,m65,m64,0.2,51.57899,0.1756158,0.35 ,0.99 ,,,
pfkfb3-nnp,m65,m64,0.25,62.65124,0.1763806,0.35 ,0.99 ,,,
pfkfb3-nnp,m65,m64,0.30 ,56.75697,0.2002845,0.35 ,0.99 ,,,
pfkfb3-nnp,m65,m64,0.35,48.10441,0.2205471,0.35 ,0.99 ,,,
pfkfb3-nnp,m65,m64,0.40 ,38.39423,0.2289921,0.35 ,0.99 ,,,
pfkfb3-nnp,m65,m64,0.45,28.0735,0.2347015,0.35 ,0.99 ,,,
pfkfb3-nnp,m65,m64,0.50 ,17.25998,0.2401038,0.35 ,0.99 ,,,
pfkfb3-nnp,m64,m65,0,0,0,0.35 ,0.99 ,,,
pfkfb3-nnp,m64,m65,0.05 ,15.68929,0.1507736,0.35 ,0.99 ,,,
pfkfb3-nnp,m64,m65,0.1,28.0913,0.1822204,0.35 ,0.99 ,,,
pfkfb3-nnp,m64,m65,0.15 ,39.40398,0.1907034,0.35 ,0.99 ,,,
pfkfb3-nnp,m64,m65,0.2,50.51837,0.1922721,0.35 ,0.99 ,,,
pfkfb3-nnp,m64,m65,0.25 ,61.58952,0.1928096,0.35 ,0.99 ,,,
pfkfb3-nnp,m64,m65,0.30 ,55.5552,0.2157479,0.35 ,0.99 ,,,
pfkfb3-nnp,m64,m65,0.35,46.8981,0.2320037,0.35 ,0.99 ,,,
pfkfb3-nnp,m64,m65,0.40 ,37.25554,0.2399914,0.35 ,0.99 ,,,
pfkfb3-nnp,m64,m65,0.45,27.01972,0.245125,0.35 ,0.99 ,,,
pfkfb3-nnp,m64,m65,0.50 ,16.34046,0.249709,0.35 ,0.99 ,,,
pfkfb3-nnp,m20,m42,0,0,0,0.34 ,0.38 ,,,
pfkfb3-nnp,m20,m42,0.05 ,16.05803,0.116596,0.34 ,0.38 ,,,
pfkfb3-nnp,m20,m42,0.1,29.03355,0.1580572,0.34 ,0.38 ,,,
pfkfb3-nnp,m20,m42,0.15 ,40.4748,0.1729105,0.34 ,0.38 ,,,
pfkfb3-nnp,m20,m42,0.2,51.59673,0.1752585,0.34 ,0.38 ,,,
pfkfb3-nnp,m20,m42,0.25,62.66635,0.1758363,0.34 ,0.38 ,,,
pfkfb3-nnp,m20,m42,0.30 ,56.50591,0.2050397,0.34 ,0.38 ,,,
