protein,ligand1,ligand2,lambdai,Gi(kcal/mol),stddev(kcal/mol),stddev(kcal/mol),aue(kcal/mol),,,
tnks2-nnp,m5o,m5b,0.4,84.67368,0.1433142,0.61 ,0.96 ,,,
tnks2-nnp,m5o,m5b,0.45 ,79.60098,0.3986993,0.61 ,0.96 ,,,
tnks2-nnp,m5o,m5b,0.5,69.81622,0.4134246,0.61 ,0.96 ,,,
tnks2-nnp,m5a,m5n,0.00 ,0,0,0.35 ,0.80 ,,,
tnks2-nnp,m5a,m5n,0.05,16.1276,0.1240297,0.35 ,0.80 ,,,
tnks2-nnp,m5a,m5n,0.10 ,29.72135,0.1522514,0.35 ,0.80 ,,,
tnks2-nnp,m5a,m5n,0.15 ,41.90985,0.1728998,0.35 ,0.80 ,,,
tnks2-nnp,m5a,m5n,0.2,53.25462,0.1814771,0.35 ,0.80 ,,,
tnks2-nnp,m5a,m5n,0.25 ,64.3987,0.1834826,0.35 ,0.80 ,,,
tnks2-nnp,m5a,m5n,0.3,59.70503,0.2072541,0.35 ,0.80 ,,,
tnks2-nnp,m5a,m5n,0.35 ,51.93292,0.2321574,0.35 ,0.80 ,,,
tnks2-nnp,m5a,m5n,0.4,42.64385,0.2435221,0.35 ,0.80 ,,,
tnks2-nnp,m5a,m5n,0.45 ,32.50075,0.2508141,0.35 ,0.80 ,,,
tnks2-nnp,m5a,m5n,0.5,21.68541,0.2574046,0.35 ,0.80 ,,,
tnks2-nnp,m5n,m5a,0.00 ,0,0,0.35 ,0.80 ,,,
tnks2-nnp,m5n,m5a,0.05,15.55265,0.1121372,0.35 ,0.80 ,,,
tnks2-nnp,m5n,m5a,0.1,28.75277,0.1422217,0.35 ,0.80 ,,,
tnks2-nnp,m5n,m5a,0.15,40.64225,0.1611608,0.35 ,0.80 ,,,
tnks2-nnp,m5n,m5a,0.20 ,51.89721,0.1674757,0.35 ,0.80 ,,,
tnks2-nnp,m5n,m5a,0.25,63.01589,0.1689558,0.35 ,0.80 ,,,
tnks2-nnp,m5n,m5a,0.30 ,58.28169,0.1909646,0.35 ,0.80 ,,,
tnks2-nnp,m5n,m5a,0.35,50.66794,0.2156173,0.35 ,0.80 ,,,
tnks2-nnp,m5n,m5a,0.40 ,41.56837,0.2279027,0.35 ,0.80 ,,,
tnks2-nnp,m5n,m5a,0.45,31.59122,0.2361057,0.35 ,0.80 ,,,
tnks2-nnp,m5n,m5a,0.50 ,20.92446,0.2431403,0.35 ,0.80 ,,,
tnks2-nnp,m1b,m5h,0,0,0,0.34 ,0.69 ,,,
tnks2-nnp,m1b,m5h,0.05 ,15.35981,0.1072022,0.34 ,0.69 ,,,
tnks2-nnp,m1b,m5h,0.1,28.41624,0.1401926,0.34 ,0.69 ,,,
tnks2-nnp,m1b,m5h,0.15 ,40.05173,0.1581475,0.34 ,0.69 ,,,
tnks2-nnp,m1b,m5h,0.20 ,51.23061,0.1620078,0.34 ,0.69 ,,,
tnks2-nnp,m1b,m5h,0.25,62.32513,0.1630389,0.34 ,0.69 ,,,
tnks2-nnp,m1b,m5h,0.30 ,56.76856,0.1973126,0.34 ,0.69 ,,,
tnks2-nnp,m1b,m5h,0.35,48.28509,0.2165934,0.34 ,0.69 ,,,
tnks2-nnp,m1b,m5h,0.40 ,38.72744,0.2256673,0.34 ,0.69 ,,,
tnks2-nnp,m1b,m5h,0.45,28.47246,0.2323764,0.34 ,0.69 ,,,
tnks2-nnp,m1b,m5h,0.50 ,17.66185,0.2384477,0.34 ,0.69 ,,,
tnks2-nnp,m5h,m1b,0,0,0,0.34 ,0.69 ,,,
tnks2-nnp,m5h,m1b,0.05 ,15.50236,0.1297133,0.34 ,0.69 ,,,
tnks2-nnp,m5h,m1b,0.1,28.29439,0.1605973,0.34 ,0.69 ,,,
tnks2-nnp,m5h,m1b,0.15,39.82435,0.1750373,0.34 ,0.69 ,,,
tnks2-nnp,m5h,m1b,0.20 ,50.98318,0.1781007,0.34 ,0.69 ,,,
tnks2-nnp,m5h,m1b,0.25,62.07089,0.1788919,0.34 ,0.69 ,,,
tnks2-nnp,m5h,m1b,0.30 ,56.63655,0.202414,0.34 ,0.69 ,,,
tnks2-nnp,m5h,m1b,0.35,48.42043,0.2232126,0.34 ,0.69 ,,,
tnks2-nnp,m5h,m1b,0.40 ,38.9969,0.2328518,0.34 ,0.69 ,,,
tnks2-nnp,m5h,m1b,0.45,28.89697,0.2388465,0.34 ,0.69 ,,,
tnks2-nnp,m5h,m1b,0.50 ,18.24683,0.2446837,0.34 ,0.69 ,,,
tnks2-nnp,m5e,m5p,0.00 ,0,0,0.36 ,1.96 ,,,
tnks2-nnp,m5e,m5p,0.05,16.42514,0.1073287,0.36 ,1.96 ,,,
tnks2-nnp,m5e,m5p,0.10 ,30.46376,0.1399605,0.36 ,1.96 ,,,
tnks2-nnp,m5e,m5p,0.15,42.85366,0.1667041,0.36 ,1.96 ,,,
tnks2-nnp,m5e,m5p,0.20 ,54.19967,0.1768412,0.36 ,1.96 ,,,
tnks2-nnp,m5e,m5p,0.25 ,65.33374,0.1788619,0.36 ,1.96 ,,,
tnks2-nnp,m5e,m5p,0.3,60.22724,0.2039327,0.36 ,1.96 ,,,
tnks2-nnp,m5e,m5p,0.35 ,52.16467,0.2268818,0.36 ,1.96 ,,,
tnks2-nnp,m5e,m5p,0.4,42.6744,0.2383592,0.36 ,1.96 ,,,
tnks2-nnp,m5e,m5p,0.45 ,32.39015,0.2449597,0.36 ,1.96 ,,,
tnks2-nnp,m5e,m5p,0.5,21.50164,0.2511589,0.36 ,1.96 ,,,
tnks2-nnp,m5p,m5e,0.00 ,0,0,0.36 ,1.96 ,,,
tnks2-nnp,m5p,m5e,0.05,16.46653,0.109058,0.36 ,1.96 ,,,
tnks2-nnp,m5p,m5e,0.10 ,30.37449,0.1417661,0.36 ,1.96 ,,,
tnks2-nnp,m5p,m5e,0.15,42.7226,0.1662097,0.36 ,1.96 ,,,
tnks2-nnp,m5p,m5e,0.2,54.04812,0.175937,0.36 ,1.96 ,,,
tnks2-nnp,m5p,m5e,0.25 ,65.17737,0.1775523,0.36 ,1.96 ,,,
tnks2-nnp,m5p,m5e,0.3,60.64553,0.1987355,0.36 ,1.96 ,,,
tnks2-nnp,m5p,m5e,0.35 ,52.9683,0.2271932,0.36 ,1.96 ,,,
tnks2-nnp,m5p,m5e,0.4,43.69602,0.2397003,0.36 ,1.96 ,,,
tnks2-nnp,m5p,m5e,0.45 ,33.64405,0.2461502,0.36 ,1.96 ,,,
tnks2-nnp,m5p,m5e,0.5,23.0571,0.2513813,0.36 ,1.96 ,,,
tnks2-nnp,m1b,m5c,0.00 ,0,0,0.33 ,1.12 ,,,
tnks2-nnp,m1b,m5c,0.05,15.1191,0.1160758,0.33 ,1.12 ,,,
tnks2-nnp,m1b,m5c,0.10 ,27.82082,0.1467516,0.33 ,1.12 ,,,
tnks2-nnp,m1b,m5c,0.15,39.33006,0.1611424,0.33 ,1.12 ,,,
tnks2-nnp,m1b,m5c,0.20 ,50.49009,0.164311,0.33 ,1.12 ,,,
tnks2-nnp,m1b,m5c,0.25,61.57961,0.1652004,0.33 ,1.12 ,,,
tnks2-nnp,m1b,m5c,0.30 ,55.71068,0.1918046,0.33 ,1.12 ,,,
tnks2-nnp,m1b,m5c,0.35 ,47.22072,0.2116112,0.33 ,1.12 ,,,
tnks2-nnp,m1b,m5c,0.4,37.5743,0.2218082,0.33 ,1.12 ,,,
tnks2-nnp,m1b,m5c,0.45 ,27.18416,0.2289767,0.33 ,1.12 ,,,
tnks2-nnp,m1b,m5c,0.5,16.22741,0.2350071,0.33 ,1.12 ,,,
tnks2-nnp,m5c,m1b,0.00 ,0,0,0.33 ,1.12 ,,,
tnks2-nnp,m5c,m1b,0.05,14.83647,0.1133365,0.33 ,1.12 ,,,
tnks2-nnp,m5c,m1b,0.10 ,27.37239,0.1457145,0.33 ,1.12 ,,,
tnks2-nnp,m5c,m1b,0.15,38.77626,0.1592987,0.33 ,1.12 ,,,
tnks2-nnp,m5c,m1b,0.20 ,49.91023,0.1618463,0.33 ,1.12 ,,,
tnks2-nnp,m5c,m1b,0.25,60.98994,0.1625977,0.33 ,1.12 ,,,
tnks2-nnp,m5c,m1b,0.3,55.28399,0.1868897,0.33 ,1.12 ,,,
tnks2-nnp,m5c,m1b,0.35 ,47.05233,0.2046727,0.33 ,1.12 ,,,
tnks2-nnp,m5c,m1b,0.4,37.78929,0.2143365,0.33 ,1.12 ,,,
tnks2-nnp,m5c,m1b,0.45 ,27.82557,0.2213997,0.33 ,1.12 ,,,
tnks2-nnp,m5c,m1b,0.5,17.3249,0.2274088,0.33 ,1.12 ,,,
tnks2-nnp,m5a,m5k,0.00 ,0,0,0.31 ,0.60 ,,,
tnks2-nnp,m5a,m5k,0.05,14.18987,0.1155308,0.31 ,0.60 ,,,
tnks2-nnp,m5a,m5k,0.10 ,26.08091,0.142338,0.31 ,0.60 ,,,
tnks2-nnp,m5a,m5k,0.15,37.31768,0.1490531,0.31 ,0.60 ,,,
tnks2-nnp,m5a,m5k,0.20 ,48.41308,0.1507666,0.31 ,0.60 ,,,
tnks2-nnp,m5a,m5k,0.25,59.47138,0.1513756,0.31 ,0.60 ,,,
tnks2-nnp,m5a,m5k,0.30 ,53.07906,0.1774839,0.31 ,0.60 ,,,
tnks2-nnp,m5a,m5k,0.35 ,44.00151,0.1974648,0.31 ,0.60 ,,,
tnks2-nnp,m5a,m5k,0.4,33.98176,0.205808,0.31 ,0.60 ,,,
tnks2-nnp,m5a,m5k,0.45 ,23.48193,0.2106384,0.31 ,0.60 ,,,
tnks2-nnp,m5a,m5k,0.5,12.64028,0.2148303,0.31 ,0.60 ,,,
tnks2-nnp,m5k,m5a,0.00 ,0,0,0.31 ,0.60 ,,,
tnks2-nnp,m5k,m5a,0.05,14.54395,0.1295915,0.31 ,0.60 ,,,
tnks2-nnp,m5k,m5a,0.10 ,26.47417,0.1575318,0.31 ,0.60 ,,,
tnks2-nnp,m5k,m5a,0.15,37.70553,0.163764,0.31 ,0.60 ,,,
tnks2-nnp,m5k,m5a,0.20 ,48.80226,0.1652257,0.31 ,0.60 ,,,
tnks2-nnp,m5k,m5a,0.25,59.86419,0.165761,0.31 ,0.60 ,,,
tnks2-nnp,m5k,m5a,0.3,53.25862,0.1908181,0.31 ,0.60 ,,,
tnks2-nnp,m5k,m5a,0.35,44.14846,0.2071843,0.31 ,0.60 ,,,
tnks2-nnp,m5k,m5a,0.4,34.21349,0.214302,0.31 ,0.60 ,,,
tnks2-nnp,m5k,m5a,0.45 ,23.80331,0.2190971,0.31 ,0.60 ,,,
tnks2-nnp,m5k,m5a,0.5,13.03914,0.2233845,0.31 ,0.60 ,,,
tnks2-nnp,m5e,m5n,0,0,0,0.36 ,1.35 ,,,
tnks2-nnp,m5e,m5n,0.05 ,15.77824,0.1303534,0.36 ,1.35 ,,,
tnks2-nnp,m5e,m5n,0.1,29.13609,0.1550993,0.36 ,1.35 ,,,
tnks2-nnp,m5e,m5n,0.15 ,41.25877,0.1734399,0.36 ,1.35 ,,,
tnks2-nnp,m5e,m5n,0.2,52.59395,0.1819107,0.36 ,1.35 ,,,
tnks2-nnp,m5e,m5n,0.25 ,63.73445,0.183862,0.36 ,1.35 ,,,
tnks2-nnp,m5e,m5n,0.3,58.98001,0.2071178,0.36 ,1.35 ,,,
tnks2-nnp,m5e,m5n,0.35 ,51.03223,0.2311797,0.36 ,1.35 ,,,
tnks2-nnp,m5e,m5n,0.4,41.67206,0.2417111,0.36 ,1.35 ,,,
tnks2-nnp,m5e,m5n,0.45 ,31.49522,0.2488486,0.36 ,1.35 ,,,
tnks2-nnp,m5e,m5n,0.50 ,20.64417,0.2555368,0.36 ,1.35 ,,,
tnks2-nnp,m5n,m5e,0,0,0,0.36 ,1.35 ,,,
tnks2-nnp,m5n,m5e,0.05 ,15.74482,0.1334212,0.36 ,1.35 ,,,
tnks2-nnp,m5n,m5e,0.1,28.95797,0.158988,0.36 ,1.35 ,,,
tnks2-nnp,m5n,m5e,0.15 ,40.94947,0.1756074,0.36 ,1.35 ,,,
tnks2-nnp,m5n,m5e,0.2,52.26736,0.1828543,0.36 ,1.35 ,,,
tnks2-nnp,m5n,m5e,0.25 ,63.40516,0.1847552,0.36 ,1.35 ,,,
tnks2-nnp,m5n,m5e,0.3,58.73392,0.2045264,0.36 ,1.35 ,,,
tnks2-nnp,m5n,m5e,0.35 ,51.12209,0.2309399,0.36 ,1.35 ,,,
tnks2-nnp,m5n,m5e,0.4,41.89602,0.2427706,0.36 ,1.35 ,,,
tnks2-nnp,m5n,m5e,0.45,31.91389,0.2488075,0.36 ,1.35 ,,,
tnks2-nnp,m5n,m5e,0.50 ,21.37955,0.2543936,0.36 ,1.35 ,,,
tnks2-nnp,m1b,m5n,0,0,0,0.35 ,1.96 ,,,
tnks2-nnp,m1b,m5n,0.05 ,16.53439,0.1051999,0.35 ,1.96 ,,,
tnks2-nnp,m1b,m5n,0.1,30.55046,0.1411068,0.35 ,1.96 ,,,
tnks2-nnp,m1b,m5n,0.15 ,42.88396,0.1682472,0.35 ,1.96 ,,,
tnks2-nnp,m1b,m5n,0.2,54.18642,0.1778995,0.35 ,1.96 ,,,
tnks2-nnp,m1b,m5n,0.25 ,65.3005,0.1795369,0.35 ,1.96 ,,,
tnks2-nnp,m1b,m5n,0.3,60.04397,0.2035133,0.35 ,1.96 ,,,
tnks2-nnp,m1b,m5n,0.35 ,51.88924,0.2261211,0.35 ,1.96 ,,,
tnks2-nnp,m1b,m5n,0.4,42.36256,0.2373975,0.35 ,1.96 ,,,
tnks2-nnp,m1b,m5n,0.45 ,32.03036,0.2444062,0.35 ,1.96 ,,,
tnks2-nnp,m1b,m5n,0.50 ,21.07347,0.2508817,0.35 ,1.96 ,,,
tnks2-nnp,m5n,m1b,0,0,0,0.35 ,1.96 ,,,
tnks2-nnp,m5n,m1b,0.05 ,16.0061,0.09859556,0.35 ,1.96 ,,,
tnks2-nnp,m5n,m1b,0.1,29.7827,0.1335149,0.35 ,1.96 ,,,
tnks2-nnp,m5n,m1b,0.15 ,41.8604,0.1608411,0.35 ,1.96 ,,,
tnks2-nnp,m5n,m1b,0.2,53.10652,0.1679174,0.35 ,1.96 ,,,
tnks2-nnp,m5n,m1b,0.25 ,64.21418,0.169337,0.35 ,1.96 ,,,
tnks2-nnp,m5n,m1b,0.3,59.112,0.1931118,0.35 ,1.96 ,,,
tnks2-nnp,m5n,m1b,0.35 ,51.33463,0.2133084,0.35 ,1.96 ,,,
tnks2-nnp,m5n,m1b,0.4,42.39653,0.2231673,0.35 ,1.96 ,,,
tnks2-nnp,m5n,m1b,0.45,32.67071,0.230872,0.35 ,1.96 ,,,
tnks2-nnp,m5n,m1b,0.50 ,22.25162,0.2382978,0.35 ,1.96 ,,,
tnks2-nnp,m5e,m5h,0,0,0,0.35 ,1.01 ,,,
tnks2-nnp,m5e,m5h,0.05 ,15.14416,0.1309771,0.35 ,1.01 ,,,
tnks2-nnp,m5e,m5h,0.1,27.77331,0.1581817,0.35 ,1.01 ,,,
tnks2-nnp,m5e,m5h,0.15 ,39.31871,0.1717485,0.35 ,1.01 ,,,
tnks2-nnp,m5e,m5h,0.2,50.5,0.175554,0.35 ,1.01 ,,,
tnks2-nnp,m5e,m5h,0.25 ,61.59515,0.1766306,0.35 ,1.01 ,,,
tnks2-nnp,m5e,m5h,0.3,56.10653,0.2036458,0.35 ,1.01 ,,,
tnks2-nnp,m5e,m5h,0.35 ,47.67697,0.222972,0.35 ,1.01 ,,,
tnks2-nnp,m5e,m5h,0.4,38.18767,0.2313267,0.35 ,1.01 ,,,
tnks2-nnp,m5e,m5h,0.45 ,28.05805,0.2372917,0.35 ,1.01 ,,,
tnks2-nnp,m5e,m5h,0.50 ,17.42885,0.242651,0.35 ,1.01 ,,,
tnks2-nnp,m5h,m5e,0,0,0,0.35 ,1.01 ,,,
tnks2-nnp,m5h,m5e,0.05 ,15.494,0.1277537,0.35 ,1.01 ,,,
tnks2-nnp,m5h,m5e,0.1,28.72847,0.1525181,0.35 ,1.01 ,,,
tnks2-nnp,m5h,m5e,0.15 ,40.63526,0.1712645,0.35 ,1.01 ,,,
tnks2-nnp,m5h,m5e,0.2,51.884,0.1772306,0.35 ,1.01 ,,,
tnks2-nnp,m5h,m5e,0.25 ,62.99855,0.1786019,0.35 ,1.01 ,,,
tnks2-nnp,m5h,m5e,0.3,57.8753,0.2042831,0.35 ,1.01 ,,,
tnks2-nnp,m5h,m5e,0.35 ,49.48666,0.2295059,0.35 ,1.01 ,,,
tnks2-nnp,m5h,m5e,0.4,39.771,0.2386487,0.35 ,1.01 ,,,
tnks2-nnp,m5h,m5e,0.45,29.39747,0.2444744,0.35 ,1.01 ,,,
tnks2-nnp,m5h,m5e,0.50 ,18.49917,0.2498982,0.35 ,1.01 ,,,
tnks2-nnp,m5f,m5l,0,0,0,0.31 ,1.07 ,,,
tnks2-nnp,m5f,m5l,0.05 ,14.16297,0.1450929,0.31 ,1.07 ,,,
tnks2-nnp,m5f,m5l,0.1,25.82978,0.1656012,0.31 ,1.07 ,,,
tnks2-nnp,m5f,m5l,0.15 ,37.01349,0.1695825,0.31 ,1.07 ,,,
tnks2-nnp,m5f,m5l,0.2,48.09729,0.1706473,0.31 ,1.07 ,,,
tnks2-nnp,m5f,m5l,0.25 ,59.15225,0.1710695,0.31 ,1.07 ,,,
tnks2-nnp,m5f,m5l,0.3,52.40364,0.1982017,0.31 ,1.07 ,,,
tnks2-nnp,m5f,m5l,0.35 ,43.00621,0.213634,0.31 ,1.07 ,,,
