protein,ligand1,ligand2,lambdai,Gi(kcal/mol),stddev(kcal/mol),stddev(kcal/mol),aue(kcal/mol),,,
syk-nnp,CHEMBL3265024,CHEMBL3265021,0.50 ,20.19606,0.2333068,0.33 ,0.94 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265017,0.00 ,0,0,0.31 ,1.40 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265017,0.05,14.34912,0.1028659,0.31 ,1.40 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265017,0.10 ,26.44946,0.1370012,0.31 ,1.40 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265017,0.15,37.71325,0.1458084,0.31 ,1.40 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265017,0.20 ,48.819,0.1475969,0.31 ,1.40 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265017,0.25,59.88697,0.1482294,0.31 ,1.40 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265017,0.30 ,53.68105,0.1745368,0.31 ,1.40 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265017,0.35,44.96825,0.1931269,0.31 ,1.40 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265017,0.40 ,35.22264,0.2032871,0.31 ,1.40 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265017,0.45,24.80521,0.2101824,0.31 ,1.40 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265017,0.5,13.92471,0.2156979,0.31 ,1.40 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265021,0.00 ,0,0,0.31 ,1.40 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265021,0.05,14.54142,0.102871,0.31 ,1.40 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265021,0.10 ,26.70077,0.1370985,0.31 ,1.40 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265021,0.15,37.96493,0.1460486,0.31 ,1.40 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265021,0.20 ,49.06427,0.1478702,0.31 ,1.40 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265021,0.25,60.12612,0.1484849,0.31 ,1.40 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265021,0.30 ,53.95685,0.1771586,0.31 ,1.40 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265021,0.35,45.23224,0.1950816,0.31 ,1.40 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265021,0.40 ,35.61638,0.2037578,0.31 ,1.40 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265021,0.45,25.42066,0.2100064,0.31 ,1.40 ,,,
syk-nnp,CHEMBL3265017,CHEMBL3265021,0.50 ,14.72702,0.2162758,0.31 ,1.40 ,,,
syk-nnp,CHEMBL3265036,CHEMBL3265029,0.00 ,0,0,0.35 ,0.64 ,,,
syk-nnp,CHEMBL3265036,CHEMBL3265029,0.05,15.93278,0.1060129,0.35 ,0.64 ,,,
syk-nnp,CHEMBL3265036,CHEMBL3265029,0.10 ,29.73011,0.1341283,0.35 ,0.64 ,,,
syk-nnp,CHEMBL3265036,CHEMBL3265029,0.15,42.21408,0.1585181,0.35 ,0.64 ,,,
syk-nnp,CHEMBL3265036,CHEMBL3265029,0.20 ,53.59495,0.1711714,0.35 ,0.64 ,,,
syk-nnp,CHEMBL3265036,CHEMBL3265029,0.25,64.72708,0.1732965,0.35 ,0.64 ,,,
syk-nnp,CHEMBL3265036,CHEMBL3265029,0.30 ,59.63629,0.20195,0.35 ,0.64 ,,,
syk-nnp,CHEMBL3265036,CHEMBL3265029,0.35,51.58873,0.2225134,0.35 ,0.64 ,,,
syk-nnp,CHEMBL3265036,CHEMBL3265029,0.40 ,42.29352,0.2329466,0.35 ,0.64 ,,,
syk-nnp,CHEMBL3265036,CHEMBL3265029,0.45,32.20823,0.2402546,0.35 ,0.64 ,,,
syk-nnp,CHEMBL3265036,CHEMBL3265029,0.5,21.53644,0.246495,0.35 ,0.64 ,,,
syk-nnp,CHEMBL3265029,CHEMBL3265036,0.00 ,0,0,0.35 ,0.64 ,,,
syk-nnp,CHEMBL3265029,CHEMBL3265036,0.05,15.97732,0.1113981,0.35 ,0.64 ,,,
syk-nnp,CHEMBL3265029,CHEMBL3265036,0.10 ,29.65866,0.1414487,0.35 ,0.64 ,,,
syk-nnp,CHEMBL3265029,CHEMBL3265036,0.15,41.78905,0.166956,0.35 ,0.64 ,,,
syk-nnp,CHEMBL3265029,CHEMBL3265036,0.20 ,53.03617,0.1746036,0.35 ,0.64 ,,,
syk-nnp,CHEMBL3265029,CHEMBL3265036,0.25,64.13983,0.1758439,0.35 ,0.64 ,,,
syk-nnp,CHEMBL3265029,CHEMBL3265036,0.30 ,58.88177,0.2036996,0.35 ,0.64 ,,,
syk-nnp,CHEMBL3265029,CHEMBL3265036,0.35,50.60732,0.2250546,0.35 ,0.64 ,,,
syk-nnp,CHEMBL3265029,CHEMBL3265036,0.40 ,41.12852,0.2346823,0.35 ,0.64 ,,,
syk-nnp,CHEMBL3265029,CHEMBL3265036,0.45,30.96271,0.2408709,0.35 ,0.64 ,,,
syk-nnp,CHEMBL3265029,CHEMBL3265036,0.50 ,20.19987,0.2471845,0.35 ,0.64 ,,,
syk-nnp,CHEMBL3265034,CHEMBL3265026,0.00 ,0,0,0.37 ,1.61 ,,,
syk-nnp,CHEMBL3265034,CHEMBL3265026,0.05,16.50265,0.09973095,0.37 ,1.61 ,,,
syk-nnp,CHEMBL3265034,CHEMBL3265026,0.10 ,30.85451,0.1309959,0.37 ,1.61 ,,,
syk-nnp,CHEMBL3265034,CHEMBL3265026,0.15,44.34581,0.1430645,0.37 ,1.61 ,,,
syk-nnp,CHEMBL3265034,CHEMBL3265026,0.20 ,56.87408,0.1599268,0.37 ,1.61 ,,,
syk-nnp,CHEMBL3265034,CHEMBL3265026,0.25,68.37133,0.172938,0.37 ,1.61 ,,,
syk-nnp,CHEMBL3265034,CHEMBL3265026,0.30 ,64.82179,0.1948012,0.37 ,1.61 ,,,
syk-nnp,CHEMBL3265034,CHEMBL3265026,0.35,58.44718,0.2248893,0.37 ,1.61 ,,,
syk-nnp,CHEMBL3265034,CHEMBL3265026,0.40 ,50.11714,0.2415106,0.37 ,1.61 ,,,
syk-nnp,CHEMBL3265034,CHEMBL3265026,0.45,40.48292,0.2527847,0.37 ,1.61 ,,,
syk-nnp,CHEMBL3265034,CHEMBL3265026,0.5,29.84388,0.2618061,0.37 ,1.61 ,,,
syk-nnp,CHEMBL3265026,CHEMBL3265034,0.00 ,0,0,0.37 ,1.61 ,,,
syk-nnp,CHEMBL3265026,CHEMBL3265034,0.05,16.68799,0.1021569,0.37 ,1.61 ,,,
syk-nnp,CHEMBL3265026,CHEMBL3265034,0.10 ,31.08685,0.1343848,0.37 ,1.61 ,,,
syk-nnp,CHEMBL3265026,CHEMBL3265034,0.15,44.54987,0.1465779,0.37 ,1.61 ,,,
syk-nnp,CHEMBL3265026,CHEMBL3265034,0.20 ,57.20298,0.1599855,0.37 ,1.61 ,,,
syk-nnp,CHEMBL3265026,CHEMBL3265034,0.25,68.83472,0.1740771,0.37 ,1.61 ,,,
syk-nnp,CHEMBL3265026,CHEMBL3265034,0.30 ,65.40226,0.1961794,0.37 ,1.61 ,,,
syk-nnp,CHEMBL3265026,CHEMBL3265034,0.35,59.3621,0.2257263,0.37 ,1.61 ,,,
syk-nnp,CHEMBL3265026,CHEMBL3265034,0.40 ,51.3868,0.2418735,0.37 ,1.61 ,,,
syk-nnp,CHEMBL3265026,CHEMBL3265034,0.45,42.05033,0.2542502,0.37 ,1.61 ,,,
syk-nnp,CHEMBL3265026,CHEMBL3265034,0.50 ,31.57655,0.2646384,0.37 ,1.61 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265025,0.00 ,0,0,0.34 ,0.76 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265025,0.05,15.14567,0.09795438,0.34 ,0.76 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265025,0.10 ,28.52634,0.1238923,0.34 ,0.76 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265025,0.15,40.69357,0.1457081,0.34 ,0.76 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265025,0.20 ,52.05645,0.1552354,0.34 ,0.76 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265025,0.25,63.21316,0.1576111,0.34 ,0.76 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265025,0.30 ,58.87136,0.1804419,0.34 ,0.76 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265025,0.35,51.76433,0.2063538,0.34 ,0.76 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265025,0.40 ,42.99913,0.22122,0.34 ,0.76 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265025,0.45,33.18735,0.2314455,0.34 ,0.76 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265025,0.5,22.49571,0.2406921,0.34 ,0.76 ,,,
syk-nnp,CHEMBL3265025,CHEMBL3265014,0.00 ,0,0,0.34 ,0.76 ,,,
syk-nnp,CHEMBL3265025,CHEMBL3265014,0.05,15.59638,0.1061349,0.34 ,0.76 ,,,
syk-nnp,CHEMBL3265025,CHEMBL3265014,0.10 ,29.08846,0.1335634,0.34 ,0.76 ,,,
syk-nnp,CHEMBL3265025,CHEMBL3265014,0.15,41.40001,0.153022,0.34 ,0.76 ,,,
syk-nnp,CHEMBL3265025,CHEMBL3265014,0.20 ,52.82831,0.1638337,0.34 ,0.76 ,,,
syk-nnp,CHEMBL3265025,CHEMBL3265014,0.25,63.99315,0.1665795,0.34 ,0.76 ,,,
syk-nnp,CHEMBL3265025,CHEMBL3265014,0.30 ,59.60391,0.1881587,0.34 ,0.76 ,,,
syk-nnp,CHEMBL3265025,CHEMBL3265014,0.35,52.50688,0.2139779,0.34 ,0.76 ,,,
syk-nnp,CHEMBL3265025,CHEMBL3265014,0.40 ,43.73943,0.2290859,0.34 ,0.76 ,,,
syk-nnp,CHEMBL3265025,CHEMBL3265014,0.45,33.98281,0.2376384,0.34 ,0.76 ,,,
syk-nnp,CHEMBL3265025,CHEMBL3265014,0.50 ,23.45059,0.2456937,0.34 ,0.76 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265013,0.00 ,0,0,0.34 ,1.03 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265013,0.05,15.20489,0.1003793,0.34 ,1.03 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265013,0.10 ,28.32172,0.1316765,0.34 ,1.03 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265013,0.15,40.15865,0.1508905,0.34 ,1.03 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265013,0.20 ,51.42784,0.1569895,0.34 ,1.03 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265013,0.25,62.56089,0.1586769,0.34 ,1.03 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265013,0.30 ,57.70481,0.1890697,0.34 ,1.03 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265013,0.35,49.90892,0.2119982,0.34 ,1.03 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265013,0.40 ,40.73505,0.2245689,0.34 ,1.03 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265013,0.45,30.61642,0.2333237,0.34 ,1.03 ,,,
syk-nnp,CHEMBL3265021,CHEMBL3265013,0.5,19.81586,0.2401841,0.34 ,1.03 ,,,
syk-nnp,CHEMBL3265013,CHEMBL3265021,0.00 ,0,0,0.34 ,1.03 ,,,
syk-nnp,CHEMBL3265013,CHEMBL3265021,0.05,15.41213,0.110753,0.34 ,1.03 ,,,
syk-nnp,CHEMBL3265013,CHEMBL3265021,0.10 ,28.4255,0.1432936,0.34 ,1.03 ,,,
syk-nnp,CHEMBL3265013,CHEMBL3265021,0.15,40.12079,0.1613305,0.34 ,1.03 ,,,
syk-nnp,CHEMBL3265013,CHEMBL3265021,0.20 ,51.33507,0.1659439,0.34 ,1.03 ,,,
syk-nnp,CHEMBL3265013,CHEMBL3265021,0.25,62.44833,0.1671626,0.34 ,1.03 ,,,
syk-nnp,CHEMBL3265013,CHEMBL3265021,0.30 ,57.40558,0.1943581,0.34 ,1.03 ,,,
syk-nnp,CHEMBL3265013,CHEMBL3265021,0.35,49.56718,0.2167902,0.34 ,1.03 ,,,
syk-nnp,CHEMBL3265013,CHEMBL3265021,0.40 ,40.42293,0.2280856,0.34 ,1.03 ,,,
syk-nnp,CHEMBL3265013,CHEMBL3265021,0.45,30.47677,0.2357051,0.34 ,1.03 ,,,
syk-nnp,CHEMBL3265013,CHEMBL3265021,0.50 ,19.86906,0.2425821,0.34 ,1.03 ,,,
syk-nnp,CHEMBL3265015,CHEMBL3265014,0.00 ,0,0,0.35 ,0.67 ,,,
syk-nnp,CHEMBL3265015,CHEMBL3265014,0.05,15.83087,0.1063203,0.35 ,0.67 ,,,
syk-nnp,CHEMBL3265015,CHEMBL3265014,0.10 ,29.49597,0.1359479,0.35 ,0.67 ,,,
syk-nnp,CHEMBL3265015,CHEMBL3265014,0.15,41.83167,0.158221,0.35 ,0.67 ,,,
syk-nnp,CHEMBL3265015,CHEMBL3265014,0.20 ,53.22658,0.1690078,0.35 ,0.67 ,,,
syk-nnp,CHEMBL3265015,CHEMBL3265014,0.25,64.37489,0.1715032,0.35 ,0.67 ,,,
syk-nnp,CHEMBL3265015,CHEMBL3265014,0.30 ,59.35653,0.202995,0.35 ,0.67 ,,,
syk-nnp,CHEMBL3265015,CHEMBL3265014,0.35,51.33608,0.2251162,0.35 ,0.67 ,,,
syk-nnp,CHEMBL3265015,CHEMBL3265014,0.40 ,41.99745,0.2354545,0.35 ,0.67 ,,,
syk-nnp,CHEMBL3265015,CHEMBL3265014,0.45,31.90227,0.2420617,0.35 ,0.67 ,,,
syk-nnp,CHEMBL3265015,CHEMBL3265014,0.5,21.21316,0.2484731,0.35 ,0.67 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265015,0.00 ,0,0,0.35 ,0.67 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265015,0.05,15.58299,0.1047184,0.35 ,0.67 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265015,0.10 ,29.16694,0.1330764,0.35 ,0.67 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265015,0.15,41.71016,0.1497585,0.35 ,0.67 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265015,0.20 ,53.25867,0.1634363,0.35 ,0.67 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265015,0.25,64.43671,0.1670474,0.35 ,0.67 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265015,0.30 ,59.35145,0.1965295,0.35 ,0.67 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265015,0.35,51.35199,0.2202739,0.35 ,0.67 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265015,0.40 ,41.92009,0.2323636,0.35 ,0.67 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265015,0.45,31.72449,0.2388342,0.35 ,0.67 ,,,
syk-nnp,CHEMBL3265014,CHEMBL3265015,0.50 ,20.97501,0.244487,0.35 ,0.67 ,,,
syk-nnp,CHEMBL3265036,CHEMBL3265016,0.00 ,0,0,0.36 ,1.68 ,,,
syk-nnp,CHEMBL3265036,CHEMBL3265016,0.05,16.47076,0.09833355,0.36 ,1.68 ,,,
syk-nnp,CHEMBL3265036,CHEMBL3265016,0.10 ,30.85088,0.1297886,0.36 ,1.68 ,,,
syk-nnp,CHEMBL3265036,CHEMBL3265016,0.15,44.02153,0.1504846,0.36 ,1.68 ,,,
syk-nnp,CHEMBL3265036,CHEMBL3265016,0.20 ,55.78327,0.1710706,0.36 ,1.68 ,,,
syk-nnp,CHEMBL3265036,CHEMBL3265016,0.25,66.98253,0.175565,0.36 ,1.68 ,,,
syk-nnp,CHEMBL3265036,CHEMBL3265016,0.30 ,62.63831,0.1990731,0.36 ,1.68 ,,,
syk-nnp,CHEMBL3265036,CHEMBL3265016,0.35,55.43154,0.223378,0.36 ,1.68 ,,,
syk-nnp,CHEMBL3265036,CHEMBL3265016,0.40 ,46.68353,0.2365688,0.36 ,1.68 ,,,
syk-nnp,CHEMBL3265036,CHEMBL3265016,0.45,36.9169,0.2457486,0.36 ,1.68 ,,,
syk-nnp,CHEMBL3265036,CHEMBL3265016,0.5,26.31263,0.2542318,0.36 ,1.68 ,,,
syk-nnp,CHEMBL3265016,CHEMBL3265036,0.00 ,0,0,0.36 ,1.68 ,,,
syk-nnp,CHEMBL3265016,CHEMBL3265036,0.05,16.51855,0.08728492,0.36 ,1.68 ,,,
syk-nnp,CHEMBL3265016,CHEMBL3265036,0.10 ,31.02345,0.1221884,0.36 ,1.68 ,,,
syk-nnp,CHEMBL3265016,CHEMBL3265036,0.15,44.33703,0.141992,0.36 ,1.68 ,,,
syk-nnp,CHEMBL3265016,CHEMBL3265036,0.20 ,56.24038,0.1649332,0.36 ,1.68 ,,,
syk-nnp,CHEMBL3265016,CHEMBL3265036,0.25,67.46831,0.1706995,0.36 ,1.68 ,,,
syk-nnp,CHEMBL3265016,CHEMBL3265036,0.30 ,63.05625,0.197522,0.36 ,1.68 ,,,
syk-nnp,CHEMBL3265016,CHEMBL3265036,0.35,55.83605,0.2208186,0.36 ,1.68 ,,,
syk-nnp,CHEMBL3265016,CHEMBL3265036,0.40 ,47.07034,0.2344832,0.36 ,1.68 ,,,
syk-nnp,CHEMBL3265016,CHEMBL3265036,0.45,37.30089,0.2433816,0.36 ,1.68 ,,,
syk-nnp,CHEMBL3265016,CHEMBL3265036,0.50 ,26.72425,0.2516828,0.36 ,1.68 ,,,
syk-nnp,CHEMBL3265015,CHEMBL3265009,0.00 ,0,0,0.35 ,1.90 ,,,
syk-nnp,CHEMBL3265015,CHEMBL3265009,0.05,15.34445,0.1072507,0.35 ,1.90 ,,,
syk-nnp,CHEMBL3265015,CHEMBL3265009,0.10 ,28.55635,0.1365274,0.35 ,1.90 ,,,
syk-nnp,CHEMBL3265015,CHEMBL3265009,0.15,40.47212,0.156642,0.35 ,1.90 ,,,
syk-nnp,CHEMBL3265015,CHEMBL3265009,0.20 ,51.7502,0.1629542,0.35 ,1.90 ,,,
syk-nnp,CHEMBL3265015,CHEMBL3265009,0.25,62.88341,0.1646086,0.35 ,1.90 ,,,
syk-nnp,CHEMBL3265015,CHEMBL3265009,0.30 ,58.04333,0.1909245,0.35 ,1.90 ,,,
syk-nnp,CHEMBL3265015,CHEMBL3265009,0.35,50.38865,0.2141798,0.35 ,1.90 ,,,
syk-nnp,CHEMBL3265015,CHEMBL3265009,0.40 ,41.36865,0.2257099,0.35 ,1.90 ,,,
syk-nnp,CHEMBL3265015,CHEMBL3265009,0.45,31.52486,0.2334713,0.35 ,1.90 ,,,
syk-nnp,CHEMBL3265015,CHEMBL3265009,0.5,20.94331,0.2413538,0.35 ,1.90 ,,,
syk-nnp,CHEMBL3265009,CHEMBL3265015,0,0,0,0.35 ,1.90 ,,,
syk-nnp,CHEMBL3265009,CHEMBL3265015,0.05 ,15.71352,0.1104109,0.35 ,1.90 ,,,
syk-nnp,CHEMBL3265009,CHEMBL3265015,0.1,29.14798,0.1388578,0.35 ,1.90 ,,,
syk-nnp,CHEMBL3265009,CHEMBL3265015,0.15 ,41.27788,0.1603014,0.35 ,1.90 ,,,
syk-nnp,CHEMBL3265009,CHEMBL3265015,0.2,52.60044,0.1690777,0.35 ,1.90 ,,,
syk-nnp,CHEMBL3265009,CHEMBL3265015,0.25 ,63.74274,0.1709223,0.35 ,1.90 ,,,
syk-nnp,CHEMBL3265009,CHEMBL3265015,0.3,59.07255,0.1977539,0.35 ,1.90 ,,,
syk-nnp,CHEMBL3265009,CHEMBL3265015,0.35 ,51.53764,0.220281,0.35 ,1.90 ,,,
syk-nnp,CHEMBL3265009,CHEMBL3265015,0.4,42.61168,0.2324897,0.35 ,1.90 ,,,
syk-nnp,CHEMBL3265009,CHEMBL3265015,0.45 ,32.70446,0.2416933,0.35 ,1.90 ,,,
syk-nnp,CHEMBL3265009,CHEMBL3265015,0.5,22.02664,0.2492679,0.35 ,1.90 ,,,
syk-nnp,CHEMBL3265034,CHEMBL3265033,0.00 ,0,0,0.34 ,1.61 ,,,
syk-nnp,CHEMBL3265034,CHEMBL3265033,0.05 ,15.07086,0.09936881,0.34 ,1.61 ,,,
syk-nnp,CHEMBL3265034,CHEMBL3265033,0.1,28.20142,0.1262075,0.34 ,1.61 ,,,
syk-nnp,CHEMBL3265034,CHEMBL3265033,0.15 ,40.1889,0.1456864,0.34 ,1.61 ,,,
syk-nnp,CHEMBL3265034,CHEMBL3265033,0.2,51.49841,0.1541205,0.34 ,1.61 ,,,
syk-nnp,CHEMBL3265034,CHEMBL3265033,0.25 ,62.6347,0.1561923,0.34 ,1.61 ,,,
syk-nnp,CHEMBL3265034,CHEMBL3265033,0.3,58.16515,0.1787485,0.34 ,1.61 ,,,
syk-nnp,CHEMBL3265034,CHEMBL3265033,0.35 ,50.72766,0.2076921,0.34 ,1.61 ,,,
syk-nnp,CHEMBL3265034,CHEMBL3265033,0.4,41.70751,0.2210517,0.34 ,1.61 ,,,
syk-nnp,CHEMBL3265034,CHEMBL3265033,0.45 ,31.7583,0.229926,0.34 ,1.61 ,,,
syk-nnp,CHEMBL3265034,CHEMBL3265033,0.5,21.0107,0.2388838,0.34 ,1.61 ,,,
syk-nnp,CHEMBL3265033,CHEMBL3265034,0,0,0,0.34 ,1.61 ,,,
syk-nnp,CHEMBL3265033,CHEMBL3265034,0.05 ,15.45361,0.1140065,0.34 ,1.61 ,,,
syk-nnp,CHEMBL3265033,CHEMBL3265034,0.1,28.81104,0.1398017,0.34 ,1.61 ,,,
syk-nnp,CHEMBL3265033,CHEMBL3265034,0.15 ,40.86388,0.1597643,0.34 ,1.61 ,,,
syk-nnp,CHEMBL3265033,CHEMBL3265034,0.2,52.1743,0.1674725,0.34 ,1.61 ,,,
syk-nnp,CHEMBL3265033,CHEMBL3265034,0.25 ,63.30902,0.1693741,0.34 ,1.61 ,,,
syk-nnp,CHEMBL3265033,CHEMBL3265034,0.3,58.71784,0.1935084,0.34 ,1.61 ,,,
syk-nnp,CHEMBL3265033,CHEMBL3265034,0.35 ,51.34529,0.2173526,0.34 ,1.61 ,,,
syk-nnp,CHEMBL3265033,CHEMBL3265034,0.4,42.52407,0.2296539,0.34 ,1.61 ,,,
syk-nnp,CHEMBL3265033,CHEMBL3265034,0.45 ,32.78553,0.23829,0.34 ,1.61 ,,,
syk-nnp,CHEMBL3265033,CHEMBL3265034,0.5,22.26887,0.2460182,0.34 ,1.61 ,,,
syk-nnp,CHEMBL3265009,CHEMBL3265005,0.00 ,0,0,0.33 ,0.51 ,,,
syk-nnp,CHEMBL3265009,CHEMBL3265005,0.05 ,15.14272,0.1051387,0.33 ,0.51 ,,,
syk-nnp,CHEMBL3265009,CHEMBL3265005,0.1,27.87497,0.1436374,0.33 ,0.51 ,,,
syk-nnp,CHEMBL3265009,CHEMBL3265005,0.15 ,39.33796,0.1595245,0.33 ,0.51 ,,,
syk-nnp,CHEMBL3265009,CHEMBL3265005,0.2,50.48132,0.1626604,0.33 ,0.51 ,,,
syk-nnp,CHEMBL3265009,CHEMBL3265005,0.25 ,61.56066,0.1635222,0.33 ,0.51 ,,,
syk-nnp,CHEMBL3265009,CHEMBL3265005,0.3,55.71878,0.1946193,0.33 ,0.51 ,,,
syk-nnp,CHEMBL3265009,CHEMBL3265005,0.35 ,46.944,0.2142245,0.33 ,0.51 ,,,
syk-nnp,CHEMBL3265009,CHEMBL3265005,0.4,37.15773,0.2224163,0.33 ,0.51 ,,,
syk-nnp,CHEMBL3265009,CHEMBL3265005,0.45 ,26.80621,0.2277755,0.33 ,0.51 ,,,
syk-nnp,CHEMBL3265009,CHEMBL3265005,0.5,16.01127,0.232916,0.33 ,0.51 ,,,
syk-nnp,CHEMBL3265005,CHEMBL3265009,0,0,0,0.33 ,0.51 ,,,
syk-nnp,CHEMBL3265005,CHEMBL3265009,0.05 ,15.45253,0.1180301,0.33 ,0.51 ,,,
syk-nnp,CHEMBL3265005,CHEMBL3265009,0.1,28.24568,0.1535817,0.33 ,0.51 ,,,
syk-nnp,CHEMBL3265005,CHEMBL3265009,0.15 ,39.71612,0.1680029,0.33 ,0.51 ,,,
syk-nnp,CHEMBL3265005,CHEMBL3265009,0.2,50.86284,0.1707919,0.33 ,0.51 ,,,
syk-nnp,CHEMBL3265005,CHEMBL3265009,0.25 ,61.94538,0.1715883,0.33 ,0.51 ,,,
syk-nnp,CHEMBL3265005,CHEMBL3265009,0.3,56.11545,0.2002387,0.33 ,0.51 ,,,
syk-nnp,CHEMBL3265005,CHEMBL3265009,0.35 ,47.38892,0.2199998,0.33 ,0.51 ,,,
syk-nnp,CHEMBL3265005,CHEMBL3265009,0.4,37.61435,0.2285345,0.33 ,0.51 ,,,
syk-nnp,CHEMBL3265005,CHEMBL3265009,0.45 ,27.26084,0.2337829,0.33 ,0.51 ,,,
syk-nnp,CHEMBL3265005,CHEMBL3265009,0.5,16.49438,0.2381687,0.33 ,0.51 ,,,
