protein,ligand1,ligand2,lambdai,Gi(kcal/mol),stddev(kcal/mol),stddev(kcal/mol),aue(kcal/mol),,,
p38-nnp,3fln,2ee,0.5,20.65751,0.2448076,0.35 ,1.46 ,,,
p38-nnp,2j,2ff,0.00 ,0,0,0.34 ,1.30 ,,,
p38-nnp,2j,2ff,0.05,14.93464,0.1201692,0.34 ,1.30 ,,,
p38-nnp,2j,2ff,0.10 ,27.39207,0.1498569,0.34 ,1.30 ,,,
p38-nnp,2j,2ff,0.15,38.82937,0.1617284,0.34 ,1.30 ,,,
p38-nnp,2j,2ff,0.20 ,49.98442,0.1645406,0.34 ,1.30 ,,,
p38-nnp,2j,2ff,0.25,61.07568,0.1653982,0.34 ,1.30 ,,,
p38-nnp,2j,2ff,0.30 ,56.04613,0.1866848,0.34 ,1.30 ,,,
p38-nnp,2j,2ff,0.35,48.32869,0.2101292,0.34 ,1.30 ,,,
p38-nnp,2j,2ff,0.4,39.26088,0.2222789,0.34 ,1.30 ,,,
p38-nnp,2j,2ff,0.45 ,29.28376,0.2311316,0.34 ,1.30 ,,,
p38-nnp,2j,2ff,0.5,18.61173,0.2380821,0.34 ,1.30 ,,,
p38-nnp,2ff,2j,0.00 ,0,0,0.34 ,1.30 ,,,
p38-nnp,2ff,2j,0.05,15.30232,0.1325554,0.34 ,1.30 ,,,
p38-nnp,2ff,2j,0.10 ,28.10716,0.1597002,0.34 ,1.30 ,,,
p38-nnp,2ff,2j,0.15,39.70861,0.1739344,0.34 ,1.30 ,,,
p38-nnp,2ff,2j,0.20 ,50.90698,0.1775184,0.34 ,1.30 ,,,
p38-nnp,2ff,2j,0.25,62.01472,0.1785971,0.34 ,1.30 ,,,
p38-nnp,2ff,2j,0.30 ,56.88083,0.2023522,0.34 ,1.30 ,,,
p38-nnp,2ff,2j,0.35,48.79232,0.2248683,0.34 ,1.30 ,,,
p38-nnp,2ff,2j,0.40 ,39.43086,0.234301,0.34 ,1.30 ,,,
p38-nnp,2ff,2j,0.45 ,29.32714,0.2412428,0.34 ,1.30 ,,,
p38-nnp,2ff,2j,0.5,18.55427,0.2484561,0.34 ,1.30 ,,,
p38-nnp,3flz,2c,0.00 ,0,0,0.34 ,0.99 ,,,
p38-nnp,3flz,2c,0.05,15.51479,0.1101106,0.34 ,0.99 ,,,
p38-nnp,3flz,2c,0.10 ,28.51753,0.1468887,0.34 ,0.99 ,,,
p38-nnp,3flz,2c,0.15,40.06772,0.1638937,0.34 ,0.99 ,,,
p38-nnp,3flz,2c,0.20 ,51.21955,0.1670408,0.34 ,0.99 ,,,
p38-nnp,3flz,2c,0.25,62.30196,0.1678385,0.34 ,0.99 ,,,
p38-nnp,3flz,2c,0.30 ,56.70265,0.1962208,0.34 ,0.99 ,,,
p38-nnp,3flz,2c,0.35,48.24844,0.21687,0.34 ,0.99 ,,,
p38-nnp,3flz,2c,0.4,38.61727,0.2266926,0.34 ,0.99 ,,,
p38-nnp,3flz,2c,0.45 ,28.28451,0.2330769,0.34 ,0.99 ,,,
p38-nnp,3flz,2c,0.5,17.4166,0.2388605,0.34 ,0.99 ,,,
p38-nnp,2c,3flz,0.00 ,0,0,0.34 ,0.99 ,,,
p38-nnp,2c,3flz,0.05,15.47419,0.1335352,0.34 ,0.99 ,,,
p38-nnp,2c,3flz,0.10 ,28.15967,0.1649375,0.34 ,0.99 ,,,
p38-nnp,2c,3flz,0.15,39.62459,0.1782897,0.34 ,0.99 ,,,
p38-nnp,2c,3flz,0.20 ,50.77397,0.1809931,0.34 ,0.99 ,,,
p38-nnp,2c,3flz,0.25,61.85957,0.1817562,0.34 ,0.99 ,,,
p38-nnp,2c,3flz,0.30 ,56.20594,0.2075455,0.34 ,0.99 ,,,
p38-nnp,2c,3flz,0.35,47.79569,0.2262153,0.34 ,0.99 ,,,
p38-nnp,2c,3flz,0.40 ,38.30603,0.2353041,0.34 ,0.99 ,,,
p38-nnp,2c,3flz,0.45 ,28.13281,0.2414465,0.34 ,0.99 ,,,
p38-nnp,2c,3flz,0.5,17.43606,0.2468361,0.34 ,0.99 ,,,
p38-nnp,3fln,2gg,0.00 ,0,0,0.34 ,0.75 ,,,
p38-nnp,3fln,2gg,0.05,15.41432,0.1290549,0.34 ,0.75 ,,,
p38-nnp,3fln,2gg,0.10 ,28.37783,0.1550594,0.34 ,0.75 ,,,
p38-nnp,3fln,2gg,0.15,40.12614,0.1702674,0.34 ,0.75 ,,,
p38-nnp,3fln,2gg,0.20 ,51.35983,0.1751217,0.34 ,0.75 ,,,
p38-nnp,3fln,2gg,0.25,62.47652,0.1764157,0.34 ,0.75 ,,,
p38-nnp,3fln,2gg,0.30 ,57.65172,0.19975,0.34 ,0.75 ,,,
p38-nnp,3fln,2gg,0.35,49.80654,0.223644,0.34 ,0.75 ,,,
p38-nnp,3fln,2gg,0.4,40.57705,0.2344315,0.34 ,0.75 ,,,
p38-nnp,3fln,2gg,0.45 ,30.53748,0.2417467,0.34 ,0.75 ,,,
p38-nnp,3fln,2gg,0.5,19.86548,0.2482097,0.34 ,0.75 ,,,
p38-nnp,2gg,3fln,0.00 ,0,0,0.34 ,0.75 ,,,
p38-nnp,2gg,3fln,0.05,15.24436,0.1118316,0.34 ,0.75 ,,,
p38-nnp,2gg,3fln,0.10 ,28.03713,0.1433065,0.34 ,0.75 ,,,
p38-nnp,2gg,3fln,0.15,39.65084,0.1585141,0.34 ,0.75 ,,,
p38-nnp,2gg,3fln,0.20 ,50.85621,0.1629345,0.34 ,0.75 ,,,
p38-nnp,2gg,3fln,0.25,61.96446,0.1642104,0.34 ,0.75 ,,,
p38-nnp,2gg,3fln,0.30 ,56.9723,0.1890059,0.34 ,0.75 ,,,
p38-nnp,2gg,3fln,0.35,49.17742,0.2122655,0.34 ,0.75 ,,,
p38-nnp,2gg,3fln,0.40 ,40.03371,0.2238217,0.34 ,0.75 ,,,
p38-nnp,2gg,3fln,0.45 ,30.03868,0.2318005,0.34 ,0.75 ,,,
p38-nnp,2gg,3fln,0.5,19.33924,0.2395865,0.34 ,0.75 ,,,
p38-nnp,2gg,2j,0,0,0,0.35 ,1.95 ,,,
p38-nnp,2gg,2j,0.05 ,15.81683,0.1354947,0.35 ,1.95 ,,,
p38-nnp,2gg,2j,0.1,28.91841,0.1628268,0.35 ,1.95 ,,,
p38-nnp,2gg,2j,0.15 ,40.77248,0.1776195,0.35 ,1.95 ,,,
p38-nnp,2gg,2j,0.2,52.05316,0.1829477,0.35 ,1.95 ,,,
p38-nnp,2gg,2j,0.25 ,63.18612,0.1845273,0.35 ,1.95 ,,,
p38-nnp,2gg,2j,0.3,58.51204,0.2046731,0.35 ,1.95 ,,,
p38-nnp,2gg,2j,0.35 ,51.00384,0.2276805,0.35 ,1.95 ,,,
p38-nnp,2gg,2j,0.4,41.99717,0.2398925,0.35 ,1.95 ,,,
p38-nnp,2gg,2j,0.45,32.05614,0.2480851,0.35 ,1.95 ,,,
p38-nnp,2gg,2j,0.50 ,21.36392,0.255527,0.35 ,1.95 ,,,
p38-nnp,2j,2gg,0,0,0,0.35 ,1.95 ,,,
p38-nnp,2j,2gg,0.05 ,14.988,0.1134983,0.35 ,1.95 ,,,
p38-nnp,2j,2gg,0.1,27.79347,0.1424144,0.35 ,1.95 ,,,
p38-nnp,2j,2gg,0.15 ,39.44546,0.1574526,0.35 ,1.95 ,,,
p38-nnp,2j,2gg,0.2,50.67079,0.1620596,0.35 ,1.95 ,,,
p38-nnp,2j,2gg,0.25 ,61.7881,0.1634824,0.35 ,1.95 ,,,
p38-nnp,2j,2gg,0.3,56.97457,0.1873336,0.35 ,1.95 ,,,
p38-nnp,2j,2gg,0.35 ,49.44855,0.2113652,0.35 ,1.95 ,,,
p38-nnp,2j,2gg,0.4,40.48031,0.2238789,0.35 ,1.95 ,,,
p38-nnp,2j,2gg,0.45 ,30.63452,0.2321642,0.35 ,1.95 ,,,
p38-nnp,2j,2gg,0.50 ,19.99606,0.2405919,0.35 ,1.95 ,,,
p38-nnp,2g,2h,0,0,0,0.33 ,1.17 ,,,
p38-nnp,2g,2h,0.05 ,14.86186,0.129115,0.33 ,1.17 ,,,
p38-nnp,2g,2h,0.1,27.07862,0.1594653,0.33 ,1.17 ,,,
p38-nnp,2g,2h,0.15 ,38.36898,0.1685429,0.33 ,1.17 ,,,
p38-nnp,2g,2h,0.2,49.47536,0.1703251,0.33 ,1.17 ,,,
p38-nnp,2g,2h,0.25 ,60.54158,0.1708918,0.33 ,1.17 ,,,
p38-nnp,2g,2h,0.3,54.19722,0.197184,0.33 ,1.17 ,,,
p38-nnp,2g,2h,0.35 ,45.13686,0.2149011,0.33 ,1.17 ,,,
p38-nnp,2g,2h,0.4,35.19512,0.2222151,0.33 ,1.17 ,,,
p38-nnp,2g,2h,0.45,24.73121,0.227294,0.33 ,1.17 ,,,
p38-nnp,2g,2h,0.50 ,13.8467,0.2322115,0.33 ,1.17 ,,,
p38-nnp,2h,2g,0,0,0,0.33 ,1.17 ,,,
p38-nnp,2h,2g,0.05 ,14.78077,0.1326411,0.33 ,1.17 ,,,
p38-nnp,2h,2g,0.1,26.813,0.1623987,0.33 ,1.17 ,,,
p38-nnp,2h,2g,0.15 ,38.05726,0.168762,0.33 ,1.17 ,,,
p38-nnp,2h,2g,0.2,49.16044,0.1702637,0.33 ,1.17 ,,,
p38-nnp,2h,2g,0.25 ,60.22591,0.1708374,0.33 ,1.17 ,,,
p38-nnp,2h,2g,0.3,53.95158,0.1946953,0.33 ,1.17 ,,,
p38-nnp,2h,2g,0.35 ,45.01335,0.2124072,0.33 ,1.17 ,,,
p38-nnp,2h,2g,0.4,35.09884,0.2205758,0.33 ,1.17 ,,,
p38-nnp,2h,2g,0.45 ,24.67631,0.225325,0.33 ,1.17 ,,,
p38-nnp,2h,2g,0.50 ,13.85679,0.2299542,0.33 ,1.17 ,,,
p38-nnp,3fln,2e,0,0,0,0.31 ,1.42 ,,,
p38-nnp,3fln,2e,0.05 ,14.74025,0.1305025,0.31 ,1.42 ,,,
p38-nnp,3fln,2e,0.1,26.72472,0.1598783,0.31 ,1.42 ,,,
p38-nnp,3fln,2e,0.15 ,37.93752,0.1659505,0.31 ,1.42 ,,,
p38-nnp,3fln,2e,0.2,49.02434,0.167284,0.31 ,1.42 ,,,
p38-nnp,3fln,2e,0.25 ,60.07961,0.1677738,0.31 ,1.42 ,,,
p38-nnp,3fln,2e,0.3,53.4855,0.1916684,0.31 ,1.42 ,,,
p38-nnp,3fln,2e,0.35 ,44.40672,0.2072311,0.31 ,1.42 ,,,
p38-nnp,3fln,2e,0.4,34.55105,0.2136022,0.31 ,1.42 ,,,
p38-nnp,3fln,2e,0.45,24.25311,0.2180598,0.31 ,1.42 ,,,
p38-nnp,3fln,2e,0.50 ,13.58211,0.2226678,0.31 ,1.42 ,,,
p38-nnp,2e,3fln,0,0,0,0.31 ,1.42 ,,,
p38-nnp,2e,3fln,0.05 ,14.57535,0.1193614,0.31 ,1.42 ,,,
p38-nnp,2e,3fln,0.1,26.61443,0.1528595,0.31 ,1.42 ,,,
p38-nnp,2e,3fln,0.15 ,37.83729,0.1601799,0.31 ,1.42 ,,,
p38-nnp,2e,3fln,0.2,48.92529,0.1616058,0.31 ,1.42 ,,,
p38-nnp,2e,3fln,0.25 ,59.98106,0.1621172,0.31 ,1.42 ,,,
p38-nnp,2e,3fln,0.3,53.18319,0.1895986,0.31 ,1.42 ,,,
p38-nnp,2e,3fln,0.35 ,43.8935,0.20552,0.31 ,1.42 ,,,
p38-nnp,2e,3fln,0.4,33.8177,0.2122891,0.31 ,1.42 ,,,
p38-nnp,2e,3fln,0.45 ,23.27062,0.2171325,0.31 ,1.42 ,,,
p38-nnp,2e,3fln,0.50 ,12.34341,0.221847,0.31 ,1.42 ,,,
p38-nnp,2g,2i,0,0,0,0.34 ,0.95 ,,,
p38-nnp,2g,2i,0.05 ,15.31085,0.142146,0.34 ,0.95 ,,,
p38-nnp,2g,2i,0.10 ,27.54918,0.1737302,0.34 ,0.95 ,,,
p38-nnp,2g,2i,0.15,38.83328,0.1814407,0.34 ,0.95 ,,,
p38-nnp,2g,2i,0.20 ,49.94378,0.1831097,0.34 ,0.95 ,,,
p38-nnp,2g,2i,0.25,61.01205,0.1836867,0.34 ,0.95 ,,,
p38-nnp,2g,2i,0.30 ,54.83386,0.210037,0.34 ,0.95 ,,,
p38-nnp,2g,2i,0.35,45.8414,0.2277764,0.34 ,0.95 ,,,
p38-nnp,2g,2i,0.40 ,35.87185,0.2355861,0.34 ,0.95 ,,,
p38-nnp,2g,2i,0.45,25.38865,0.2399354,0.34 ,0.95 ,,,
p38-nnp,2g,2i,0.50 ,14.53485,0.2440151,0.34 ,0.95 ,,,
p38-nnp,2i,2g,0,0,0,0.34 ,0.95 ,,,
p38-nnp,2i,2g,0.05,14.99126,0.1374688,0.34 ,0.95 ,,,
p38-nnp,2i,2g,0.10 ,26.98319,0.1674687,0.34 ,0.95 ,,,
p38-nnp,2i,2g,0.15,38.20113,0.1733345,0.34 ,0.95 ,,,
p38-nnp,2i,2g,0.20 ,49.28817,0.1745736,0.34 ,0.95 ,,,
p38-nnp,2i,2g,0.25,60.34436,0.1750002,0.34 ,0.95 ,,,
p38-nnp,2i,2g,0.30 ,54.02096,0.1976555,0.34 ,0.95 ,,,
p38-nnp,2i,2g,0.35,45.09552,0.2156793,0.34 ,0.95 ,,,
p38-nnp,2i,2g,0.40 ,35.25258,0.2231628,0.34 ,0.95 ,,,
p38-nnp,2i,2g,0.45,24.92018,0.227911,0.34 ,0.95 ,,,
p38-nnp,2i,2g,0.50 ,14.19004,0.2324814,0.34 ,0.95 ,,,
p38-nnp,3fly,2x,0,0,0,0.31 ,1.20 ,,,
p38-nnp,3fly,2x,0.05 ,14.42633,0.1078534,0.31 ,1.20 ,,,
p38-nnp,3fly,2x,0.10 ,26.51401,0.1398316,0.31 ,1.20 ,,,
p38-nnp,3fly,2x,0.15,37.78398,0.1482561,0.31 ,1.20 ,,,
p38-nnp,3fly,2x,0.20 ,48.89022,0.1501161,0.31 ,1.20 ,,,
p38-nnp,3fly,2x,0.25,59.95656,0.1507679,0.31 ,1.20 ,,,
p38-nnp,3fly,2x,0.30 ,53.8428,0.1756234,0.31 ,1.20 ,,,
p38-nnp,3fly,2x,0.35,45.09177,0.1957437,0.31 ,1.20 ,,,
p38-nnp,3fly,2x,0.40 ,35.38645,0.2038675,0.31 ,1.20 ,,,
p38-nnp,3fly,2x,0.45,25.10944,0.2100723,0.31 ,1.20 ,,,
p38-nnp,3fly,2x,0.50 ,14.33118,0.2161981,0.31 ,1.20 ,,,
p38-nnp,2x,3fly,0,0,0,0.31 ,1.20 ,,,
p38-nnp,2x,3fly,0.05,14.72858,0.1186457,0.31 ,1.20 ,,,
p38-nnp,2x,3fly,0.10 ,26.94493,0.1507691,0.31 ,1.20 ,,,
p38-nnp,2x,3fly,0.15 ,38.25909,0.160063,0.31 ,1.20 ,,,
p38-nnp,2x,3fly,0.2,49.37774,0.162147,0.31 ,1.20 ,,,
p38-nnp,2x,3fly,0.25 ,60.44892,0.1628571,0.31 ,1.20 ,,,
p38-nnp,2x,3fly,0.3,54.11109,0.1894325,0.31 ,1.20 ,,,
p38-nnp,2x,3fly,0.35 ,45.27199,0.2070936,0.31 ,1.20 ,,,
p38-nnp,2x,3fly,0.4,35.4818,0.2159104,0.31 ,1.20 ,,,
p38-nnp,2x,3fly,0.45 ,25.12455,0.2213366,0.31 ,1.20 ,,,
p38-nnp,2x,3fly,0.5,14.31656,0.2265336,0.31 ,1.20 ,,,
p38-nnp,2z,3fmk,0.00 ,0,0,0.35 ,1.42 ,,,
p38-nnp,2z,3fmk,0.05,15.77807,0.1080387,0.35 ,1.42 ,,,
p38-nnp,2z,3fmk,0.10 ,29.17418,0.1403025,0.35 ,1.42 ,,,
p38-nnp,2z,3fmk,0.15,41.16145,0.1609918,0.35 ,1.42 ,,,
p38-nnp,2z,3fmk,0.20 ,52.45142,0.1681269,0.35 ,1.42 ,,,
p38-nnp,2z,3fmk,0.25 ,63.58527,0.1698967,0.35 ,1.42 ,,,
p38-nnp,2z,3fmk,0.3,58.75246,0.196543,0.35 ,1.42 ,,,
p38-nnp,2z,3fmk,0.35 ,50.94432,0.2202613,0.35 ,1.42 ,,,
p38-nnp,2z,3fmk,0.4,41.65432,0.2325647,0.35 ,1.42 ,,,
p38-nnp,2z,3fmk,0.45 ,31.53479,0.2399288,0.35 ,1.42 ,,,
p38-nnp,2z,3fmk,0.5,20.78919,0.2463197,0.35 ,1.42 ,,,
p38-nnp,3fmk,2z,0.00 ,0,0,0.35 ,1.42 ,,,
p38-nnp,3fmk,2z,0.05,15.62876,0.1254005,0.35 ,1.42 ,,,
p38-nnp,3fmk,2z,0.10 ,28.90238,0.1522771,0.35 ,1.42 ,,,
p38-nnp,3fmk,2z,0.15,40.80476,0.1711225,0.35 ,1.42 ,,,
p38-nnp,3fmk,2z,0.2,52.06664,0.1772794,0.35 ,1.42 ,,,
p38-nnp,3fmk,2z,0.25 ,63.19046,0.1787512,0.35 ,1.42 ,,,
p38-nnp,3fmk,2z,0.3,58.48188,0.2028348,0.35 ,1.42 ,,,
p38-nnp,3fmk,2z,0.35 ,50.63427,0.2260548,0.35 ,1.42 ,,,
p38-nnp,3fmk,2z,0.4,41.41823,0.2369453,0.35 ,1.42 ,,,
p38-nnp,3fmk,2z,0.45 ,31.40538,0.2443584,0.35 ,1.42 ,,,
p38-nnp,3fmk,2z,0.5,20.7422,0.2509434,0.35 ,1.42 ,,,
p38-nnp,2l,2n,0.00 ,0,0,0.33 ,0.20 ,,,
p38-nnp,2l,2n,0.05,15.46543,0.129199,0.33 ,0.20 ,,,
p38-nnp,2l,2n,0.10 ,28.01133,0.1618727,0.33 ,0.20 ,,,
p38-nnp,2l,2n,0.15,39.38828,0.17241,0.33 ,0.20 ,,,
p38-nnp,2l,2n,0.20 ,50.51147,0.1744012,0.33 ,0.20 ,,,
p38-nnp,2l,2n,0.25 ,61.58361,0.1750237,0.33 ,0.20 ,,,
p38-nnp,2l,2n,0.3,55.7256,0.1983308,0.33 ,0.20 ,,,
p38-nnp,2l,2n,0.35 ,47.07056,0.2183264,0.33 ,0.20 ,,,
p38-nnp,2l,2n,0.4,37.33903,0.2267643,0.33 ,0.20 ,,,
p38-nnp,2l,2n,0.45 ,26.98028,0.232544,0.33 ,0.20 ,,,
p38-nnp,2l,2n,0.5,16.11335,0.2382975,0.33 ,0.20 ,,,
p38-nnp,2n,2l,0.00 ,0,0,0.33 ,0.20 ,,,
p38-nnp,2n,2l,0.05,15.17272,0.1142422,0.33 ,0.20 ,,,
p38-nnp,2n,2l,0.10 ,27.73455,0.1490248,0.33 ,0.20 ,,,
p38-nnp,2n,2l,0.15,39.14567,0.1621158,0.33 ,0.20 ,,,
p38-nnp,2n,2l,0.2,50.28016,0.1647765,0.33 ,0.20 ,,,
p38-nnp,2n,2l,0.25 ,61.35721,0.1655575,0.33 ,0.20 ,,,
p38-nnp,2n,2l,0.3,55.56582,0.1878337,0.33 ,0.20 ,,,
p38-nnp,2n,2l,0.35 ,47.13582,0.2082306,0.33 ,0.20 ,,,
p38-nnp,2n,2l,0.4,37.57154,0.2181734,0.33 ,0.20 ,,,
p38-nnp,2n,2l,0.45 ,27.3703,0.2243188,0.33 ,0.20 ,,,
p38-nnp,2n,2l,0.5,16.72812,0.2292265,0.33 ,0.20 ,,,
p38-nnp,3fly,3fmh,0.00 ,0,0,0.34 ,0.85 ,,,
p38-nnp,3fly,3fmh,0.05,15.74272,0.1096523,0.34 ,0.85 ,,,
p38-nnp,3fly,3fmh,0.10 ,28.97968,0.146614,0.34 ,0.85 ,,,
p38-nnp,3fly,3fmh,0.15,40.62593,0.1659058,0.34 ,0.85 ,,,
p38-nnp,3fly,3fmh,0.20 ,51.80513,0.1694981,0.34 ,0.85 ,,,
p38-nnp,3fly,3fmh,0.25 ,62.89953,0.170522,0.34 ,0.85 ,,,
p38-nnp,3fly,3fmh,0.3,57.57632,0.1944064,0.34 ,0.85 ,,,
p38-nnp,3fly,3fmh,0.35 ,49.33153,0.216406,0.34 ,0.85 ,,,
p38-nnp,3fly,3fmh,0.4,39.88014,0.2262137,0.34 ,0.85 ,,,
p38-nnp,3fly,3fmh,0.45 ,29.73181,0.2329063,0.34 ,0.85 ,,,
p38-nnp,3fly,3fmh,0.5,18.99791,0.2392983,0.34 ,0.85 ,,,
p38-nnp,3fmh,3fly,0.00 ,0,0,0.34 ,0.85 ,,,
p38-nnp,3fmh,3fly,0.05,15.41905,0.1057599,0.34 ,0.85 ,,,
p38-nnp,3fmh,3fly,0.10 ,28.50665,0.1396787,0.34 ,0.85 ,,,
p38-nnp,3fmh,3fly,0.15,40.16038,0.1588875,0.34 ,0.85 ,,,
p38-nnp,3fmh,3fly,0.2,51.3348,0.1629002,0.34 ,0.85 ,,,
p38-nnp,3fmh,3fly,0.25 ,62.42469,0.1638535,0.34 ,0.85 ,,,
p38-nnp,3fmh,3fly,0.3,56.96309,0.1907128,0.34 ,0.85 ,,,
p38-nnp,3fmh,3fly,0.35 ,48.75425,0.2125054,0.34 ,0.85 ,,,
p38-nnp,3fmh,3fly,0.4,39.42248,0.2220943,0.34 ,0.85 ,,,
p38-nnp,3fmh,3fly,0.45 ,29.4012,0.2286093,0.34 ,0.85 ,,,
p38-nnp,3fmh,3fly,0.5,18.74406,0.235822,0.34 ,0.85 ,,,
p38-nnp,3fln,2k,0.00 ,0,0,0.32 ,1.22 ,,,
p38-nnp,3fln,2k,0.05,15.23934,0.09967776,0.32 ,1.22 ,,,
p38-nnp,3fln,2k,0.10 ,28.10444,0.1397723,0.32 ,1.22 ,,,
p38-nnp,3fln,2k,0.15,39.58397,0.1558072,0.32 ,1.22 ,,,
p38-nnp,3fln,2k,0.20 ,50.73049,0.1588363,0.32 ,1.22 ,,,
p38-nnp,3fln,2k,0.25 ,61.81111,0.1597139,0.32 ,1.22 ,,,
p38-nnp,3fln,2k,0.3,55.67483,0.1893467,0.32 ,1.22 ,,,
p38-nnp,3fln,2k,0.35 ,46.82856,0.2082493,0.32 ,1.22 ,,,
p38-nnp,3fln,2k,0.4,36.97829,0.2169203,0.32 ,1.22 ,,,
p38-nnp,3fln,2k,0.45 ,26.57298,0.2221364,0.32 ,1.22 ,,,
p38-nnp,3fln,2k,0.5,15.79641,0.2264722,0.32 ,1.22 ,,,
p38-nnp,2k,3fln,0.00 ,0,0,0.32 ,1.22 ,,,
p38-nnp,2k,3fln,0.05,15.26465,0.1069228,0.32 ,1.22 ,,,
p38-nnp,2k,3fln,0.10 ,28.1937,0.1426832,0.32 ,1.22 ,,,
p38-nnp,2k,3fln,0.15,39.71131,0.1608341,0.32 ,1.22 ,,,
p38-nnp,2k,3fln,0.2,50.85046,0.1639282,0.32 ,1.22 ,,,
p38-nnp,2k,3fln,0.25,61.92665,0.1647054,0.32 ,1.22 ,,,
p38-nnp,2k,3fln,0.30 ,55.70552,0.1982986,0.32 ,1.22 ,,,
p38-nnp,2k,3fln,0.35,46.4724,0.2167535,0.32 ,1.22 ,,,
p38-nnp,2k,3fln,0.40 ,36.35062,0.2234689,0.32 ,1.22 ,,,
p38-nnp,2k,3fln,0.45,25.79071,0.2276455,0.32 ,1.22 ,,,
p38-nnp,2k,3fln,0.50 ,14.91006,0.2313882,0.32 ,1.22 ,,,
p38-nnp,2z,3flq,0,0,0,0.35 ,1.88 ,,,
p38-nnp,2z,3flq,0.05 ,15.93501,0.1086531,0.35 ,1.88 ,,,
p38-nnp,2z,3flq,0.1,29.41663,0.1411346,0.35 ,1.88 ,,,
p38-nnp,2z,3flq,0.15 ,41.69065,0.1582824,0.35 ,1.88 ,,,
p38-nnp,2z,3flq,0.2,53.1176,0.1683932,0.35 ,1.88 ,,,
p38-nnp,2z,3flq,0.25 ,64.29034,0.1709039,0.35 ,1.88 ,,,
p38-nnp,2z,3flq,0.30 ,60.2272,0.1905847,0.35 ,1.88 ,,,
p38-nnp,2z,3flq,0.35,53.40226,0.2190927,0.35 ,1.88 ,,,
p38-nnp,2z,3flq,0.40 ,44.74334,0.2353095,0.35 ,1.88 ,,,
p38-nnp,2z,3flq,0.45,34.91098,0.2452611,0.35 ,1.88 ,,,
p38-nnp,2z,3flq,0.50 ,24.27085,0.2528241,0.35 ,1.88 ,,,
p38-nnp,3flq,2z,0,0,0,0.35 ,1.88 ,,,
p38-nnp,3flq,2z,0.05 ,15.22897,0.1090494,0.35 ,1.88 ,,,
p38-nnp,3flq,2z,0.1,28.39302,0.1345756,0.35 ,1.88 ,,,
p38-nnp,3flq,2z,0.15 ,40.47469,0.1528209,0.35 ,1.88 ,,,
p38-nnp,3flq,2z,0.2,51.83586,0.1620659,0.35 ,1.88 ,,,
p38-nnp,3flq,2z,0.25,62.9913,0.1644413,0.35 ,1.88 ,,,
p38-nnp,3flq,2z,0.30 ,58.825,0.1858694,0.35 ,1.88 ,,,
p38-nnp,3flq,2z,0.35,51.86899,0.2122104,0.35 ,1.88 ,,,
p38-nnp,3flq,2z,0.40 ,43.23602,0.2277828,0.35 ,1.88 ,,,
p38-nnp,3flq,2z,0.45,33.45003,0.2390074,0.35 ,1.88 ,,,
p38-nnp,3flq,2z,0.50 ,22.82411,0.2471563,0.35 ,1.88 ,,,
p38-nnp,3fln,2o,0,0,0,0.35 ,0.53 ,,,
p38-nnp,3fln,2o,0.05 ,16.31125,0.1006427,0.35 ,0.53 ,,,
p38-nnp,3fln,2o,0.1,30.29914,0.1360891,0.35 ,0.53 ,,,
p38-nnp,3fln,2o,0.15 ,42.72472,0.1614807,0.35 ,0.53 ,,,
p38-nnp,3fln,2o,0.2,54.0962,0.1723704,0.35 ,0.53 ,,,
