protein,ligand1,ligand2,lambdai,Gi(kcal/mol),stddev(kcal/mol),stddev(kcal/mol),aue(kcal/mol),,,
hif2a-nnp,167,156,0.05,15.41822,0.1660898,0.37 ,0.29 ,,,
hif2a-nnp,167,156,0.10 ,28.04983,0.1871236,0.37 ,0.29 ,,,
hif2a-nnp,167,156,0.15,39.5959,0.1992364,0.37 ,0.29 ,,,
hif2a-nnp,167,156,0.20 ,50.76157,0.2023014,0.37 ,0.29 ,,,
hif2a-nnp,167,156,0.25,61.85184,0.2030562,0.37 ,0.29 ,,,
hif2a-nnp,167,156,0.30 ,56.50111,0.2245004,0.37 ,0.29 ,,,
hif2a-nnp,167,156,0.35,48.27417,0.2451795,0.37 ,0.29 ,,,
hif2a-nnp,167,156,0.40 ,38.84608,0.2543842,0.37 ,0.29 ,,,
hif2a-nnp,167,156,0.45 ,28.70168,0.2604054,0.37 ,0.29 ,,,
hif2a-nnp,167,156,0.5,18.00055,0.2654218,0.37 ,0.29 ,,,
