protein,ligand1,ligand2,lambdai,Gi(kcal/mol),stddev(kcal/mol),stddev(kcal/mol),aue(kcal/mol),,,
PTP1B,23486,20667_2qbp,0.1,33.40645,0.2928788,0.85017,0.601048,,,
PTP1B,23486,20667_2qbp,0.15,46.48595,0.3453964,0.85017,0.601048,,,
PTP1B,23486,20667_2qbp,0.2,58.2792,0.3851237,0.85017,0.601048,,,
PTP1B,23486,20667_2qbp,0.25,69.54591,0.3960112,0.85017,0.601048,,,
PTP1B,23486,20667_2qbp,0.3,65.10557,0.4838763,0.85017,0.601048,,,
PTP1B,23486,20667_2qbp,0.35,57.13022,0.5404658,0.85017,0.601048,,,
PTP1B,23486,20667_2qbp,0.4,47.61901,0.561991,0.85017,0.601048,,,
PTP1B,23486,20667_2qbp,0.45,37.3887,0.5744322,0.85017,0.601048,,,
PTP1B,23486,20667_2qbp,0.5,26.65758,0.5855054,0.85017,0.601048,,,
PTP1B,20670_2qbs,23330_2qbq,0,0,0,0.798146,1.272341,,,
PTP1B,20670_2qbs,23330_2qbq,0.05,17.85867,0.1536351,0.798146,1.272341,,,
PTP1B,20670_2qbs,23330_2qbq,0.1,32.00184,0.2827533,0.798146,1.272341,,,
PTP1B,20670_2qbs,23330_2qbq,0.15,44.57835,0.3406046,0.798146,1.272341,,,
PTP1B,20670_2qbs,23330_2qbq,0.2,55.94965,0.3761576,0.798146,1.272341,,,
PTP1B,20670_2qbs,23330_2qbq,0.25,67.0704,0.3804136,0.798146,1.272341,,,
PTP1B,20670_2qbs,23330_2qbq,0.3,62.27278,0.4342101,0.798146,1.272341,,,
PTP1B,20670_2qbs,23330_2qbq,0.35,54.36418,0.4905981,0.798146,1.272341,,,
PTP1B,20670_2qbs,23330_2qbq,0.4,44.89383,0.5204085,0.798146,1.272341,,,
PTP1B,20670_2qbs,23330_2qbq,0.45,34.5305,0.5365659,0.798146,1.272341,,,
PTP1B,20670_2qbs,23330_2qbq,0.5,23.66401,0.5472249,0.798146,1.272341,,,
PTP1B,23330_2qbq,20670_2qbs,0,0,0,0.798146,1.272341,,,
PTP1B,23330_2qbq,20670_2qbs,0.05,16.43112,0.2634707,0.798146,1.272341,,,
PTP1B,23330_2qbq,20670_2qbs,0.1,30.48438,0.3266895,0.798146,1.272341,,,
PTP1B,23330_2qbq,20670_2qbs,0.15,43.36129,0.3691973,0.798146,1.272341,,,
PTP1B,23330_2qbq,20670_2qbs,0.2,54.90502,0.4035854,0.798146,1.272341,,,
PTP1B,23330_2qbq,20670_2qbs,0.25,66.05665,0.4096616,0.798146,1.272341,,,
PTP1B,23330_2qbq,20670_2qbs,0.3,61.37599,0.4788598,0.798146,1.272341,,,
PTP1B,23330_2qbq,20670_2qbs,0.35,53.5999,0.5302039,0.798146,1.272341,,,
PTP1B,23330_2qbq,20670_2qbs,0.4,44.36258,0.5556399,0.798146,1.272341,,,
PTP1B,23330_2qbq,20670_2qbs,0.45,34.3993,0.5685389,0.798146,1.272341,,,
PTP1B,23330_2qbq,20670_2qbs,0.5,23.89635,0.5810184,0.798146,1.272341,,,
PTP1B,23467,23469,0,0,0,0.837765,1.439319,,,
PTP1B,23467,23469,0.05,17.37286,0.1531103,0.837765,1.439319,,,
PTP1B,23467,23469,0.1,32.45109,0.2646087,0.837765,1.439319,,,
PTP1B,23467,23469,0.15,46.0884,0.3144149,0.837765,1.439319,,,
PTP1B,23467,23469,0.2,58.39482,0.3669855,0.837765,1.439319,,,
PTP1B,23467,23469,0.25,69.75855,0.3897374,0.837765,1.439319,,,
PTP1B,23467,23469,0.3,66.35903,0.4342094,0.837765,1.439319,,,
PTP1B,23467,23469,0.35,59.61164,0.5077167,0.837765,1.439319,,,
PTP1B,23467,23469,0.4,51.1778,0.5338908,0.837765,1.439319,,,
PTP1B,23467,23469,0.45,41.59061,0.5593251,0.837765,1.439319,,,
PTP1B,23467,23469,0.5,30.98383,0.5822067,0.837765,1.439319,,,
PTP1B,23469,23467,0,0,0,0.837765,1.439319,,,
PTP1B,23469,23467,0.05,17.62871,0.1490141,0.837765,1.439319,,,
PTP1B,23469,23467,0.1,32.94559,0.2703605,0.837765,1.439319,,,
PTP1B,23469,23467,0.15,46.87651,0.3130256,0.837765,1.439319,,,
PTP1B,23469,23467,0.2,59.65449,0.3624189,0.837765,1.439319,,,
PTP1B,23469,23467,0.25,71.24167,0.3956131,0.837765,1.439319,,,
PTP1B,23469,23467,0.3,67.54467,0.4753584,0.837765,1.439319,,,
PTP1B,23469,23467,0.35,60.75484,0.5325243,0.837765,1.439319,,,
PTP1B,23469,23467,0.4,52.21873,0.5637467,0.837765,1.439319,,,
PTP1B,23469,23467,0.45,42.6085,0.5836969,0.837765,1.439319,,,
PTP1B,23469,23467,0.5,32.04315,0.6024004,0.837765,1.439319,,,
PTP1B,23477,23479,0,0,0,0.833413,0.834266,,,
PTP1B,23477,23479,0.05,16.97471,0.2565531,0.833413,0.834266,,,
PTP1B,23477,23479,0.1,31.35951,0.3261246,0.833413,0.834266,,,
PTP1B,23477,23479,0.15,44.739,0.3529481,0.833413,0.834266,,,
PTP1B,23477,23479,0.2,57.05272,0.3928955,0.833413,0.834266,,,
PTP1B,23477,23479,0.25,68.4216,0.4141393,0.833413,0.834266,,,
PTP1B,23477,23479,0.3,64.49281,0.4753565,0.833413,0.834266,,,
PTP1B,23477,23479,0.35,57.3754,0.5339919,0.833413,0.834266,,,
PTP1B,23477,23479,0.4,48.59937,0.562092,0.833413,0.834266,,,
PTP1B,23477,23479,0.45,38.86573,0.5793119,0.833413,0.834266,,,
PTP1B,23477,23479,0.5,28.35394,0.5963301,0.833413,0.834266,,,
PTP1B,23479,23477,0,0,0,0.833413,0.834266,,,
PTP1B,23479,23477,0.05,17.74603,0.1691305,0.833413,0.834266,,,
PTP1B,23479,23477,0.1,32.41412,0.2878898,0.833413,0.834266,,,
PTP1B,23479,23477,0.15,45.74169,0.3250659,0.833413,0.834266,,,
PTP1B,23479,23477,0.2,57.80227,0.3726744,0.833413,0.834266,,,
PTP1B,23479,23477,0.25,69.0763,0.3888051,0.833413,0.834266,,,
PTP1B,23479,23477,0.3,65.15725,0.4610678,0.833413,0.834266,,,
PTP1B,23479,23477,0.35,58.01556,0.5101501,0.833413,0.834266,,,
PTP1B,23479,23477,0.4,49.34114,0.5402042,0.833413,0.834266,,,
PTP1B,23479,23477,0.45,39.56736,0.5619532,0.833413,0.834266,,,
PTP1B,23479,23477,0.5,28.89821,0.5822094,0.833413,0.834266,,,
PTP1B,23484,23482,0,0,0,0.909409,0.498645,,,
PTP1B,23484,23482,0.05,18.87891,0.06815627,0.909409,0.498645,,,
PTP1B,23484,23482,0.1,36.55274,0.2336423,0.909409,0.498645,,,
PTP1B,23484,23482,0.15,51.18278,0.307067,0.909409,0.498645,,,
PTP1B,23484,23482,0.2,65.11433,0.3231629,0.909409,0.498645,,,
PTP1B,23484,23482,0.25,78.58033,0.3414277,0.909409,0.498645,,,
PTP1B,23484,23482,0.3,76.79234,0.4950913,0.909409,0.498645,,,
PTP1B,23484,23482,0.35,70.27011,0.5710396,0.909409,0.498645,,,
PTP1B,23484,23482,0.4,61.79968,0.5979918,0.909409,0.498645,,,
PTP1B,23484,23482,0.45,52.18578,0.6203702,0.909409,0.498645,,,
PTP1B,23484,23482,0.5,41.60757,0.6378418,0.909409,0.498645,,,
PTP1B,23482,23484,0,0,0,0.909409,0.498645,,,
PTP1B,23482,23484,0.05,18.35582,0.0986359,0.909409,0.498645,,,
PTP1B,23482,23484,0.1,34.72065,0.2920681,0.909409,0.498645,,,
PTP1B,23482,23484,0.15,49.16498,0.3408027,0.909409,0.498645,,,
PTP1B,23482,23484,0.2,62.94871,0.3575074,0.909409,0.498645,,,
PTP1B,23482,23484,0.25,76.3113,0.3714713,0.909409,0.498645,,,
PTP1B,23482,23484,0.3,74.34415,0.5162281,0.909409,0.498645,,,
PTP1B,23482,23484,0.35,68.24572,0.5814221,0.909409,0.498645,,,
PTP1B,23482,23484,0.4,59.83301,0.6173722,0.909409,0.498645,,,
PTP1B,23482,23484,0.45,50.18819,0.6360294,0.909409,0.498645,,,
PTP1B,23482,23484,0.5,39.85621,0.6482146,0.909409,0.498645,,,
PTP1B,23482,23479,0,0,0,0.841618,0.661087,,,
PTP1B,23482,23479,0.05,17.95839,0.1633205,0.841618,0.661087,,,
PTP1B,23482,23479,0.1,32.88752,0.31171,0.841618,0.661087,,,
PTP1B,23482,23479,0.15,46.33955,0.3434146,0.841618,0.661087,,,
PTP1B,23482,23479,0.2,58.77964,0.3903239,0.841618,0.661087,,,
PTP1B,23482,23479,0.25,70.12465,0.4189788,0.841618,0.661087,,,
PTP1B,23482,23479,0.3,66.22131,0.479026,0.841618,0.661087,,,
PTP1B,23482,23479,0.35,59.13816,0.5341052,0.841618,0.661087,,,
PTP1B,23482,23479,0.4,50.49575,0.5602041,0.841618,0.661087,,,
PTP1B,23482,23479,0.45,40.957,0.5778644,0.841618,0.661087,,,
PTP1B,23482,23479,0.5,30.65913,0.5943228,0.841618,0.661087,,,
PTP1B,23479,23482,0,0,0,0.841618,0.661087,,,
PTP1B,23479,23482,0.05,18.13661,0.1540987,0.841618,0.661087,,,
PTP1B,23479,23482,0.1,33.06205,0.2965841,0.841618,0.661087,,,
PTP1B,23479,23482,0.15,46.69223,0.3279796,0.841618,0.661087,,,
PTP1B,23479,23482,0.2,59.47965,0.3600071,0.841618,0.661087,,,
PTP1B,23479,23482,0.25,71.06938,0.3939501,0.841618,0.661087,,,
PTP1B,23479,23482,0.3,67.38874,0.4559319,0.841618,0.661087,,,
PTP1B,23479,23482,0.35,60.57151,0.5212868,0.841618,0.661087,,,
PTP1B,23479,23482,0.4,51.81055,0.5522895,0.841618,0.661087,,,
PTP1B,23479,23482,0.45,41.81751,0.5768089,0.841618,0.661087,,,
PTP1B,23479,23482,0.5,30.85804,0.5959041,0.841618,0.661087,,,
PTP1B,23471,23468,0,0,0,0.812817,1.627947,,,
PTP1B,23471,23468,0.05,15.89526,0.2569562,0.812817,1.627947,,,
PTP1B,23471,23468,0.1,29.43344,0.3277118,0.812817,1.627947,,,
PTP1B,23471,23468,0.15,41.53425,0.3762978,0.812817,1.627947,,,
PTP1B,23471,23468,0.2,52.8312,0.3946628,0.812817,1.627947,,,
PTP1B,23471,23468,0.25,63.96164,0.3980883,0.812817,1.627947,,,
PTP1B,23471,23468,0.3,59.02593,0.472051,0.812817,1.627947,,,
PTP1B,23471,23468,0.35,50.63144,0.5217306,0.812817,1.627947,,,
PTP1B,23471,23468,0.4,41.06948,0.5380486,0.812817,1.627947,,,
PTP1B,23471,23468,0.45,30.929,0.5497062,0.812817,1.627947,,,
PTP1B,23471,23468,0.5,20.21073,0.564805,0.812817,1.627947,,,
PTP1B,23468,23471,0,0,0,0.812817,1.627947,,,
PTP1B,23468,23471,0.05,15.68888,0.3149198,0.812817,1.627947,,,
PTP1B,23468,23471,0.1,28.85907,0.3747405,0.812817,1.627947,,,
PTP1B,23468,23471,0.15,40.94031,0.4088044,0.812817,1.627947,,,
PTP1B,23468,23471,0.2,52.21929,0.4249632,0.812817,1.627947,,,
PTP1B,23468,23471,0.25,63.32708,0.428082,0.812817,1.627947,,,
PTP1B,23468,23471,0.3,57.98748,0.496234,0.812817,1.627947,,,
PTP1B,23468,23471,0.35,49.55866,0.5464253,0.812817,1.627947,,,
PTP1B,23468,23471,0.4,39.75831,0.5661292,0.812817,1.627947,,,
PTP1B,23468,23471,0.45,29.37629,0.575286,0.812817,1.627947,,,
PTP1B,23468,23471,0.5,18.58278,0.584522,0.812817,1.627947,,,
PTP1B,20669_2qbr,23472,0,0,0,0.831803,0.481771,,,
PTP1B,20669_2qbr,23472,0.05,18.00469,0.1428661,0.831803,0.481771,,,
PTP1B,20669_2qbr,23472,0.1,32.75909,0.3005733,0.831803,0.481771,,,
PTP1B,20669_2qbr,23472,0.15,45.97746,0.3408138,0.831803,0.481771,,,
PTP1B,20669_2qbr,23472,0.2,58.0887,0.379879,0.831803,0.481771,,,
PTP1B,20669_2qbr,23472,0.25,69.46463,0.3975334,0.831803,0.481771,,,
PTP1B,20669_2qbr,23472,0.3,65.90701,0.440008,0.831803,0.481771,,,
PTP1B,20669_2qbr,23472,0.35,59.68817,0.5074764,0.831803,0.481771,,,
PTP1B,20669_2qbr,23472,0.4,51.63386,0.5381367,0.831803,0.481771,,,
PTP1B,20669_2qbr,23472,0.45,42.40838,0.5636885,0.831803,0.481771,,,
PTP1B,20669_2qbr,23472,0.5,31.88583,0.5905154,0.831803,0.481771,,,
PTP1B,23472,20669_2qbr,0,0,0,0.831803,0.481771,,,
PTP1B,23472,20669_2qbr,0.05,17.53936,0.1496459,0.831803,0.481771,,,
PTP1B,23472,20669_2qbr,0.1,32.33914,0.28996,0.831803,0.481771,,,
PTP1B,23472,20669_2qbr,0.15,45.60995,0.3293559,0.831803,0.481771,,,
PTP1B,23472,20669_2qbr,0.2,57.77346,0.3733128,0.831803,0.481771,,,
PTP1B,23472,20669_2qbr,0.25,69.12318,0.3944582,0.831803,0.481771,,,
PTP1B,23472,20669_2qbr,0.3,65.62573,0.4404022,0.831803,0.481771,,,
PTP1B,23472,20669_2qbr,0.35,59.59797,0.4876416,0.831803,0.481771,,,
PTP1B,23472,20669_2qbr,0.4,51.92744,0.5240215,0.831803,0.481771,,,
PTP1B,23472,20669_2qbr,0.45,42.75982,0.5582199,0.831803,0.481771,,,
PTP1B,23472,20669_2qbr,0.5,32.3276,0.5858224,0.831803,0.481771,,,
PTP1B,23471,23470,0,0,0,0.81448,0.676662,,,
PTP1B,23471,23470,0.05,16.87186,0.212818,0.81448,0.676662,,,
PTP1B,23471,23470,0.1,31.00725,0.311007,0.81448,0.676662,,,
PTP1B,23471,23470,0.15,43.80917,0.3528684,0.81448,0.676662,,,
PTP1B,23471,23470,0.2,55.45665,0.3886366,0.81448,0.676662,,,
PTP1B,23471,23470,0.25,66.66622,0.3967773,0.81448,0.676662,,,
PTP1B,23471,23470,0.3,62.15079,0.4727903,0.81448,0.676662,,,
PTP1B,23471,23470,0.35,54.24045,0.5251577,0.81448,0.676662,,,
PTP1B,23471,23470,0.4,44.88967,0.548401,0.81448,0.676662,,,
PTP1B,23471,23470,0.45,34.71642,0.5637674,0.81448,0.676662,,,
PTP1B,23471,23470,0.5,23.91525,0.5773842,0.81448,0.676662,,,
PTP1B,23470,23471,0,0,0,0.81448,0.676662,,,
PTP1B,23470,23471,0.05,17.53196,0.2232555,0.81448,0.676662,,,
PTP1B,23470,23471,0.1,31.70848,0.3139536,0.81448,0.676662,,,
PTP1B,23470,23471,0.15,44.33727,0.3668624,0.81448,0.676662,,,
PTP1B,23470,23471,0.2,55.75391,0.3982107,0.81448,0.676662,,,
PTP1B,23470,23471,0.25,66.88364,0.4033527,0.81448,0.676662,,,
PTP1B,23470,23471,0.3,62.36365,0.4571453,0.81448,0.676662,,,
PTP1B,23470,23471,0.35,54.65958,0.5181742,0.81448,0.676662,,,
PTP1B,23470,23471,0.4,45.48982,0.5432228,0.81448,0.676662,,,
PTP1B,23470,23471,0.45,35.38549,0.56125,0.81448,0.676662,,,
PTP1B,23470,23471,0.5,24.62191,0.5744603,0.81448,0.676662,,,
PTP1B,23486,23479,0,0,0,0.882646,0.745101,,,
PTP1B,23486,23479,0.05,18.26735,0.1172057,0.882646,0.745101,,,
PTP1B,23486,23479,0.1,34.29854,0.2900555,0.882646,0.745101,,,
PTP1B,23486,23479,0.15,48.74686,0.3265749,0.882646,0.745101,,,
PTP1B,23486,23479,0.2,62.57,0.3476625,0.882646,0.745101,,,
PTP1B,23486,23479,0.25,75.4552,0.3896131,0.882646,0.745101,,,
PTP1B,23486,23479,0.3,72.69128,0.4819053,0.882646,0.745101,,,
PTP1B,23486,23479,0.35,66.79335,0.5448571,0.882646,0.745101,,,
PTP1B,23486,23479,0.4,58.9943,0.5751587,0.882646,0.745101,,,
PTP1B,23486,23479,0.45,49.87004,0.6029909,0.882646,0.745101,,,
PTP1B,23486,23479,0.5,39.50447,0.6270941,0.882646,0.745101,,,
PTP1B,23479,23486,0,0,0,0.882646,0.745101,,,
PTP1B,23479,23486,0.05,18.82088,0.07574088,0.882646,0.745101,,,
PTP1B,23479,23486,0.1,36.49662,0.2104802,0.882646,0.745101,,,
PTP1B,23479,23486,0.15,51.62856,0.2997302,0.882646,0.745101,,,
PTP1B,23479,23486,0.2,65.59872,0.3299106,0.882646,0.745101,,,
PTP1B,23479,23486,0.25,78.94299,0.350912,0.882646,0.745101,,,
PTP1B,23479,23486,0.3,77.30677,0.468443,0.882646,0.745101,,,
PTP1B,23479,23486,0.35,70.93235,0.5485283,0.882646,0.745101,,,
PTP1B,23479,23486,0.4,62.47322,0.5806422,0.882646,0.745101,,,
PTP1B,23479,23486,0.45,52.76514,0.6028119,0.882646,0.745101,,,
PTP1B,23479,23486,0.5,42.08936,0.6211414,0.882646,0.745101,,,
PTP1B,20670_2qbs,23477,0,0,0,0.810631,0.791198,,,
PTP1B,20670_2qbs,23477,0.05,17.44651,0.2239706,0.810631,0.791198,,,
PTP1B,20670_2qbs,23477,0.1,30.91253,0.3193166,0.810631,0.791198,,,
PTP1B,20670_2qbs,23477,0.15,42.93338,0.3620484,0.810631,0.791198,,,
PTP1B,20670_2qbs,23477,0.2,54.23153,0.3791529,0.810631,0.791198,,,
PTP1B,20670_2qbs,23477,0.25,65.36495,0.382912,0.810631,0.791198,,,
PTP1B,20670_2qbs,23477,0.3,60.28578,0.46936,0.810631,0.791198,,,
PTP1B,20670_2qbs,23477,0.35,52.37082,0.5108357,0.810631,0.791198,,,
PTP1B,20670_2qbs,23477,0.4,43.22878,0.5341443,0.810631,0.791198,,,
PTP1B,20670_2qbs,23477,0.45,33.162,0.5529141,0.810631,0.791198,,,
PTP1B,20670_2qbs,23477,0.5,22.43576,0.5668445,0.810631,0.791198,,,
PTP1B,23477,20670_2qbs,0,0,0,0.810631,0.791198,,,
PTP1B,23477,20670_2qbs,0.05,16.6406,0.2813926,0.810631,0.791198,,,
PTP1B,23477,20670_2qbs,0.1,30.25926,0.3502454,0.810631,0.791198,,,
PTP1B,23477,20670_2qbs,0.15,42.30935,0.4005963,0.810631,0.791198,,,
PTP1B,23477,20670_2qbs,0.2,53.5528,0.415317,0.810631,0.791198,,,
PTP1B,23477,20670_2qbs,0.25,64.67236,0.4176786,0.810631,0.791198,,,
PTP1B,23477,20670_2qbs,0.3,59.78739,0.4714097,0.810631,0.791198,,,
PTP1B,23477,20670_2qbs,0.35,51.91239,0.5278992,0.810631,0.791198,,,
PTP1B,23477,20670_2qbs,0.4,42.57055,0.5497843,0.810631,0.791198,,,
PTP1B,23477,20670_2qbs,0.45,32.54868,0.5633189,0.810631,0.791198,,,
PTP1B,23477,20670_2qbs,0.5,21.87456,0.5794918,0.810631,0.791198,,,
PTP1B,23482,23485,0,0,0,0.905068,1.332775,,,
PTP1B,23482,23485,0.05,18.44685,0.108489,0.905068,1.332775,,,
PTP1B,23482,23485,0.1,34.72282,0.291295,0.905068,1.332775,,,
PTP1B,23482,23485,0.15,49.20438,0.3355453,0.905068,1.332775,,,
PTP1B,23482,23485,0.2,62.90504,0.3621202,0.905068,1.332775,,,
PTP1B,23482,23485,0.25,75.26036,0.4182893,0.905068,1.332775,,,
PTP1B,23482,23485,0.3,71.45309,0.5219151,0.905068,1.332775,,,
PTP1B,23482,23485,0.35,64.40514,0.5744104,0.905068,1.332775,,,
PTP1B,23482,23485,0.4,55.68687,0.6006741,0.905068,1.332775,,,
PTP1B,23482,23485,0.45,45.96559,0.6206324,0.905068,1.332775,,,
PTP1B,23482,23485,0.5,35.39926,0.6363075,0.905068,1.332775,,,
PTP1B,23485,23482,0,0,0,0.905068,1.332775,,,
PTP1B,23485,23482,0.05,18.55415,0.08998671,0.905068,1.332775,,,
PTP1B,23485,23482,0.1,35.22644,0.302398,0.905068,1.332775,,,
PTP1B,23485,23482,0.15,49.4802,0.3530816,0.905068,1.332775,,,
PTP1B,23485,23482,0.2,62.94652,0.3733415,0.905068,1.332775,,,
PTP1B,23485,23482,0.25,75.47342,0.4110578,0.905068,1.332775,,,
PTP1B,23485,23482,0.3,72.0923,0.5266536,0.905068,1.332775,,,
PTP1B,23485,23482,0.35,65.19742,0.5745383,0.905068,1.332775,,,
PTP1B,23485,23482,0.4,56.43715,0.610821,0.905068,1.332775,,,
PTP1B,23485,23482,0.45,46.46919,0.6291678,0.905068,1.332775,,,
PTP1B,23485,23482,0.5,35.72203,0.6436306,0.905068,1.332775,,,
PTP1B,20667_2qbp,23482,0,0,0,0.893389,1.864451,,,
PTP1B,20667_2qbp,23482,0.05,18.35726,0.1116643,0.893389,1.864451,,,
PTP1B,20667_2qbp,23482,0.1,34.49187,0.3050554,0.893389,1.864451,,,
PTP1B,20667_2qbp,23482,0.15,48.73261,0.3494543,0.893389,1.864451,,,
PTP1B,20667_2qbp,23482,0.2,62.26098,0.3692301,0.893389,1.864451,,,
PTP1B,20667_2qbp,23482,0.25,74.78301,0.4151952,0.893389,1.864451,,,
PTP1B,20667_2qbp,23482,0.3,71.52831,0.5047708,0.893389,1.864451,,,
